Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA,Country,Season
SP2,2001-08-25,Ath Madrid,Jaen,2,0,H,0,0,D,,,,1.3,4.0,7.0,1.44,3.5,7.0,1.4,3.6,7.0,ES,2001/2002
SP2,2001-08-25,Poli Ejido,Burgos,0,1,A,0,0,D,,,,2.0,2.9,3.0,,,,2.1,3.3,2.8,ES,2001/2002
SP2,2001-08-25,Elche,Ferrol,0,0,D,0,0,D,,,,2.1,2.8,3.0,2.2,3.0,3.0,2.2,2.75,3.15,ES,2001/2002
SP2,2001-08-25,Gimnastic,Santander,0,0,D,0,0,D,,,,2.7,2.9,2.2,,,,,,,ES,2001/2002
SP2,2001-08-26,Albacete,Levante,3,0,H,0,0,D,,,,1.65,2.8,4.4,1.8,3.1,4.0,2.0,2.8,3.6,ES,2001/2002
SP2,2001-08-26,Badajoz,Recreativo,1,0,H,0,0,D,,,,2.3,2.6,2.8,2.2,2.88,3.1,2.5,2.7,2.75,ES,2001/2002
SP2,2001-08-26,Cordoba,Leganes,1,1,D,0,1,A,,,,1.75,2.9,3.8,1.8,3.1,4.0,1.9,3.0,3.6,ES,2001/2002
SP2,2001-08-26,Murcia,Eibar,0,0,D,0,0,D,,,,1.8,2.8,3.7,1.91,3.0,3.75,2.0,2.85,3.5,ES,2001/2002
SP2,2001-08-26,Numancia,Salamanca,2,2,D,2,0,H,,,,1.7,2.9,4.0,1.73,3.2,4.33,1.7,3.1,4.5,ES,2001/2002
SP2,2001-08-26,Oviedo,Extremadura,1,1,D,0,0,D,,,,1.65,2.9,4.2,1.67,3.25,4.5,1.65,3.2,4.6,ES,2001/2002
SP2,2001-08-26,Xerez,Sp Gijon,1,0,H,0,0,D,,,,2.6,2.8,2.3,,,,2.55,2.85,2.55,ES,2001/2002
SP2,2001-01-09,Eibar,Ath Madrid,0,3,A,0,2,A,,,,3.0,2.8,2.1,3.25,2.9,2.1,,,,ES,2001/2002
SP2,2001-01-09,Ferrol,Murcia,2,0,H,1,0,H,,,,2.1,2.8,3.0,2.0,3.0,3.4,2.1,2.75,3.4,ES,2001/2002
SP2,2001-02-09,Burgos,Gimnastic,1,0,H,1,0,H,,,,1.8,2.9,3.6,1.91,3.1,3.6,1.8,2.9,4.2,ES,2001/2002
SP2,2001-02-09,Extremadura,Xerez,0,1,A,0,1,A,,,,1.6,3.0,4.4,1.62,3.25,5.0,1.75,2.95,4.5,ES,2001/2002
SP2,2001-02-09,Jaen,Poli Ejido,3,1,H,1,0,H,,,,1.6,3.0,4.4,,,,1.7,3.1,4.4,ES,2001/2002
SP2,2001-02-09,Leganes,Elche,0,0,D,0,0,D,,,,1.9,2.8,3.3,1.91,3.0,3.75,2.1,2.75,3.4,ES,2001/2002
SP2,2001-02-09,Levante,Cordoba,3,1,H,2,1,H,,,,1.9,2.8,3.3,1.91,3.0,3.75,2.0,2.85,3.5,ES,2001/2002
SP2,2001-02-09,Santander,Oviedo,1,1,D,1,0,H,,,,1.85,2.9,3.4,1.91,3.1,3.6,1.9,2.9,3.75,ES,2001/2002
SP2,2001-02-09,Recreativo,Numancia,1,0,H,0,0,D,,,,2.3,2.7,2.7,2.25,2.8,3.1,2.35,2.7,2.95,ES,2001/2002
SP2,2001-02-09,Salamanca,Albacete,2,0,H,2,0,H,,,,2.0,2.8,3.1,2.0,2.9,3.5,2.0,2.85,3.5,ES,2001/2002
SP2,2001-02-09,Sp Gijon,Badajoz,3,0,H,0,0,D,,,,1.75,2.9,3.8,1.73,3.2,4.33,1.8,2.9,4.2,ES,2001/2002
SP2,2001-08-09,Albacete,Recreativo,0,0,D,0,0,D,,,,1.8,2.9,3.7,1.91,3.2,3.5,1.9,2.9,3.75,ES,2001/2002
SP2,2001-08-09,Ath Madrid,Ferrol,1,1,D,0,1,A,,,,1.4,3.4,5.8,1.4,3.75,7.0,1.35,3.75,7.5,ES,2001/2002
SP2,2001-08-09,Elche,Levante,2,2,D,1,1,D,,,,2.2,2.8,2.8,2.25,3.0,2.88,2.25,2.8,3.0,ES,2001/2002
SP2,2001-08-09,Gimnastic,Jaen,0,2,A,0,0,D,,,,2.1,2.8,3.0,,,,2.4,2.8,2.75,ES,2001/2002
SP2,2001-08-09,Xerez,Badajoz,2,0,H,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2001-09-09,Cordoba,Salamanca,4,2,H,0,0,D,,,,2.3,2.8,2.6,2.25,2.88,3.0,2.2,2.9,2.95,ES,2001/2002
SP2,2001-09-09,Poli Ejido,Eibar,0,0,D,0,0,D,,,,2.3,2.8,2.6,2.2,3.0,3.0,2.25,3.0,2.8,ES,2001/2002
SP2,2001-09-09,Extremadura,Santander,2,0,H,1,0,H,,,,2.3,2.9,2.5,2.38,2.9,2.75,2.35,2.85,2.75,ES,2001/2002
SP2,2001-09-09,Murcia,Leganes,0,0,D,0,0,D,,,,2.0,2.7,3.3,1.91,3.0,3.75,2.0,2.8,3.6,ES,2001/2002
SP2,2001-09-09,Numancia,Sp Gijon,3,1,H,1,0,H,,,,1.8,2.9,3.7,1.83,3.0,4.0,1.8,3.0,4.0,ES,2001/2002
SP2,2001-09-09,Oviedo,Burgos,2,0,H,1,0,H,,,,1.65,2.9,4.2,1.53,3.5,5.5,1.6,3.3,4.75,ES,2001/2002
SP2,2001-09-15,Ferrol,Poli Ejido,2,1,H,0,1,A,,,,,,,,,,,,,ES,2001/2002
SP2,2001-09-15,Recreativo,Cordoba,2,1,H,0,0,D,,,,1.8,2.8,3.8,1.8,3.1,4.0,1.8,2.9,4.2,ES,2001/2002
SP2,2001-09-15,Salamanca,Elche,1,0,H,0,0,D,,,,1.75,2.8,4.0,1.67,3.25,4.5,1.75,3.0,4.3,ES,2001/2002
SP2,2001-09-16,Badajoz,Numancia,0,0,D,0,0,D,,,,2.3,2.7,2.7,2.38,2.88,2.8,2.5,2.8,2.6,ES,2001/2002
SP2,2001-09-16,Burgos,Extremadura,1,0,H,0,0,D,,,,2.2,2.8,2.8,2.1,3.0,3.2,2.1,2.85,3.2,ES,2001/2002
SP2,2001-09-16,Eibar,Gimnastic,3,1,H,2,1,H,,,,1.8,2.8,3.8,1.8,3.1,4.0,,,,ES,2001/2002
SP2,2001-09-16,Jaen,Oviedo,1,3,A,1,1,D,,,,2.3,2.8,2.6,2.38,2.88,2.8,2.4,2.8,2.75,ES,2001/2002
SP2,2001-09-16,Leganes,Ath Madrid,0,3,A,0,2,A,,,,3.0,2.8,2.1,3.3,2.9,2.1,3.2,2.85,2.1,ES,2001/2002
SP2,2001-09-16,Levante,Murcia,0,0,D,0,0,D,,,,1.8,2.8,3.8,1.73,3.2,4.33,1.85,2.85,4.0,ES,2001/2002
SP2,2001-09-16,Santander,Xerez,1,0,H,1,0,H,,,,1.8,2.9,3.6,1.83,3.0,4.0,1.8,2.9,4.2,ES,2001/2002
SP2,2001-09-16,Sp Gijon,Albacete,0,0,D,0,0,D,,,,2.1,2.8,3.0,1.91,3.1,3.6,2.1,2.7,3.4,ES,2001/2002
SP2,2001-09-22,Ath Madrid,Levante,2,1,H,1,1,D,,,,1.45,3.2,5.5,,,,1.45,3.35,6.5,ES,2001/2002
SP2,2001-09-22,Extremadura,Jaen,5,0,H,2,0,H,,,,2.0,2.8,3.1,,,,2.0,2.85,3.45,ES,2001/2002
SP2,2001-09-23,Albacete,Badajoz,2,0,H,1,0,H,,,,1.8,2.7,3.9,,,,1.75,3.0,4.2,ES,2001/2002
SP2,2001-09-23,Cordoba,Sp Gijon,1,2,A,1,2,A,,,,2.2,2.7,2.9,,,,2.15,2.85,3.05,ES,2001/2002
SP2,2001-09-23,Poli Ejido,Leganes,1,1,D,0,0,D,,,,2.3,2.7,2.7,,,,2.25,2.75,3.0,ES,2001/2002
SP2,2001-09-23,Elche,Recreativo,1,1,D,1,0,H,,,,2.5,2.7,2.5,,,,2.5,2.85,2.55,ES,2001/2002
SP2,2001-09-23,Murcia,Salamanca,3,3,D,2,2,D,,,,2.5,2.7,2.5,,,,2.45,2.75,2.7,ES,2001/2002
SP2,2001-09-23,Oviedo,Eibar,1,0,H,0,0,D,,,,1.55,3.0,5.0,,,,1.55,3.15,5.5,ES,2001/2002
SP2,2001-09-23,Santander,Burgos,0,2,A,0,0,D,,,,1.75,3.1,3.6,,,,1.75,3.05,4.1,ES,2001/2002
SP2,2001-09-23,Xerez,Numancia,2,1,H,0,1,A,,,,2.2,2.8,2.8,,,,2.2,2.8,3.0,ES,2001/2002
SP2,2001-09-29,Badajoz,Cordoba,0,1,A,0,1,A,,,,2.1,2.7,3.1,2.0,2.88,3.6,2.2,2.7,3.2,ES,2001/2002
SP2,2001-09-29,Eibar,Extremadura,0,0,D,0,0,D,,,,2.2,2.8,2.8,2.25,3.0,2.88,2.2,2.9,3.0,ES,2001/2002
SP2,2001-09-29,Jaen,Santander,0,0,D,0,0,D,,,,2.3,2.8,2.6,2.38,2.88,2.8,2.25,2.85,2.9,ES,2001/2002
SP2,2001-09-29,Leganes,Gimnastic,2,1,H,2,0,H,,,,,,,1.83,3.0,4.0,1.75,3.0,4.3,ES,2001/2002
SP2,2001-09-29,Numancia,Albacete,1,0,H,1,0,H,,,,1.9,2.9,3.2,1.8,3.1,4.0,1.8,3.0,4.0,ES,2001/2002
SP2,2001-09-29,Recreativo,Murcia,0,1,A,0,1,A,,,,1.7,2.9,4.0,1.67,3.1,5.0,1.65,3.1,4.75,ES,2001/2002
SP2,2001-09-29,Salamanca,Ath Madrid,0,0,D,0,0,D,,,,2.5,2.8,2.4,2.62,2.88,2.5,2.6,2.85,2.5,ES,2001/2002
SP2,2001-09-29,Sp Gijon,Elche,0,1,A,0,0,D,,,,1.7,2.9,4.0,1.73,3.1,4.5,1.7,3.1,4.5,ES,2001/2002
SP2,2001-09-30,Burgos,Xerez,3,1,H,1,1,D,,,,2.1,2.8,3.0,1.91,3.0,3.75,2.1,2.8,3.3,ES,2001/2002
SP2,2001-09-30,Levante,Poli Ejido,0,0,D,0,0,D,,,,1.6,3.0,4.5,1.53,3.3,6.0,1.65,3.0,5.0,ES,2001/2002
SP2,2001-09-30,Ferrol,Oviedo,0,2,A,0,0,D,,,,2.45,2.7,2.55,2.5,2.88,2.62,2.5,2.75,2.7,ES,2001/2002
SP2,2001-02-10,Ath Madrid,Recreativo,1,1,D,0,1,A,,,,1.5,3.2,5.0,,,,,,,ES,2001/2002
SP2,2001-03-10,Burgos,Jaen,0,0,D,0,0,D,,,,1.75,3.0,3.7,,,,1.72,2.87,4.75,ES,2001/2002
SP2,2001-03-10,Cordoba,Numancia,1,0,H,1,0,H,,,,2.2,2.8,2.8,,,,2.37,2.8,2.8,ES,2001/2002
SP2,2001-03-10,Poli Ejido,Salamanca,2,5,A,1,1,D,,,,2.8,2.8,2.2,,,,2.6,2.9,2.45,ES,2001/2002
SP2,2001-03-10,Elche,Badajoz,1,0,H,0,0,D,,,,1.9,2.8,3.3,,,,2.0,3.0,3.25,ES,2001/2002
SP2,2001-03-10,Extremadura,Ferrol,1,2,A,1,0,H,,,,1.8,2.8,3.7,,,,1.8,3.0,4.0,ES,2001/2002
SP2,2001-03-10,Gimnastic,Levante,1,0,H,0,0,D,,,,2.5,2.7,2.5,,,,2.5,2.9,2.5,ES,2001/2002
SP2,2001-03-10,Murcia,Sp Gijon,3,1,H,1,0,H,,,,2.3,2.7,2.7,,,,2.25,2.87,2.87,ES,2001/2002
SP2,2001-03-10,Oviedo,Leganes,0,0,D,0,0,D,,,,1.5,3.2,5.0,,,,1.53,3.25,5.5,ES,2001/2002
SP2,2001-03-10,Santander,Eibar,1,1,D,1,0,H,,,,1.75,2.9,3.8,,,,1.72,2.87,4.75,ES,2001/2002
SP2,2001-03-10,Xerez,Albacete,1,2,A,0,1,A,,,,2.0,2.8,3.1,,,,1.8,3.0,4.0,ES,2001/2002
SP2,2001-06-10,Jaen,Xerez,0,2,A,0,1,A,,,,2.1,2.8,3.0,2.0,3.0,3.4,2.35,2.8,2.8,ES,2001/2002
SP2,2001-06-10,Levante,Oviedo,0,0,D,0,0,D,,,,2.45,2.8,2.45,2.4,2.88,2.75,2.5,2.8,2.65,ES,2001/2002
SP2,2001-07-10,Albacete,Cordoba,0,0,D,0,0,D,,,,1.75,2.9,3.8,1.73,3.2,4.33,1.85,2.95,3.85,ES,2001/2002
SP2,2001-07-10,Badajoz,Murcia,1,1,D,0,1,A,,,,2.1,2.8,3.0,2.1,2.88,3.3,2.2,2.75,3.15,ES,2001/2002
SP2,2001-07-10,Eibar,Burgos,1,0,H,0,0,D,,,,2.2,2.8,2.8,2.2,3.0,3.0,2.6,2.7,2.6,ES,2001/2002
SP2,2001-07-10,Leganes,Extremadura,2,0,H,1,0,H,,,,2.3,2.7,2.7,2.25,2.88,3.0,2.45,2.75,2.75,ES,2001/2002
SP2,2001-07-10,Numancia,Elche,1,1,D,0,0,D,,,,1.7,2.9,4.0,1.8,3.0,4.33,1.7,3.05,4.5,ES,2001/2002
SP2,2001-07-10,Ferrol,Santander,2,0,H,1,0,H,,,,2.2,2.7,2.7,2.25,2.88,3.0,2.3,2.7,3.0,ES,2001/2002
SP2,2001-07-10,Recreativo,Poli Ejido,1,0,H,1,0,H,,,,1.55,3.1,4.8,1.44,3.5,7.0,1.6,3.0,5.5,ES,2001/2002
SP2,2001-07-10,Salamanca,Gimnastic,3,3,D,1,3,A,,,,1.45,3.3,5.5,1.4,3.75,7.0,1.55,3.05,6.0,ES,2001/2002
SP2,2001-07-10,Sp Gijon,Ath Madrid,2,1,H,1,0,H,,,,2.6,2.7,2.4,2.62,2.88,2.5,2.75,2.85,2.35,ES,2001/2002
SP2,2001-10-13,Santander,Leganes,3,1,H,1,0,H,,,,,,,1.8,3.0,4.33,1.9,2.85,3.85,ES,2001/2002
SP2,2001-10-13,Xerez,Cordoba,1,0,H,0,0,D,,,,,,,1.8,3.1,4.0,2.0,2.9,3.4,ES,2001/2002
SP2,2001-10-14,Ath Madrid,Badajoz,1,0,H,0,0,D,,,,1.4,3.4,6.0,1.4,3.75,7.0,1.4,3.5,7.5,ES,2001/2002
SP2,2001-10-14,Burgos,Ferrol,2,4,A,1,2,A,,,,1.9,2.8,3.4,1.83,3.0,4.0,1.95,2.9,3.6,ES,2001/2002
SP2,2001-10-14,Poli Ejido,Sp Gijon,2,2,D,0,1,A,,,,2.6,2.8,2.3,2.75,2.88,2.4,2.6,2.7,2.6,ES,2001/2002
SP2,2001-10-14,Elche,Albacete,1,0,H,1,0,H,,,,2.3,2.8,2.6,2.4,2.88,2.75,2.4,2.75,2.8,ES,2001/2002
SP2,2001-10-14,Extremadura,Levante,1,0,H,1,0,H,,,,1.9,2.8,3.4,2.0,3.0,3.4,1.95,2.9,3.6,ES,2001/2002
SP2,2001-10-14,Gimnastic,Recreativo,1,2,A,0,2,A,,,,2.6,2.7,2.4,,,,,,,ES,2001/2002
SP2,2001-10-14,Jaen,Eibar,0,0,D,0,0,D,,,,2.0,2.8,3.1,2.0,3.0,3.4,2.0,2.9,3.4,ES,2001/2002
SP2,2001-10-14,Murcia,Numancia,1,2,A,1,2,A,,,,2.2,2.8,2.8,2.3,2.88,2.9,2.3,2.7,3.0,ES,2001/2002
SP2,2001-10-14,Oviedo,Salamanca,0,0,D,0,0,D,,,,1.8,2.9,3.6,1.8,3.1,4.0,1.85,2.9,4.0,ES,2001/2002
SP2,2001-10-20,Cordoba,Elche,3,0,H,1,0,H,2.15,2.9,3.1,2.1,2.8,3.0,,,,2.1,2.9,3.2,ES,2001/2002
SP2,2001-10-20,Leganes,Burgos,0,0,D,0,0,D,2.4,2.85,2.75,2.3,2.7,2.7,,,,2.4,2.85,2.7,ES,2001/2002
SP2,2001-10-20,Ferrol,Jaen,0,1,A,0,0,D,1.75,3.1,4.2,1.7,2.9,4.0,,,,1.7,3.1,4.5,ES,2001/2002
SP2,2001-10-21,Albacete,Murcia,1,0,H,0,0,D,1.9,3.0,3.7,1.9,2.8,3.4,,,,1.85,3.0,3.8,ES,2001/2002
SP2,2001-10-21,Badajoz,Poli Ejido,0,1,A,0,0,D,2.05,2.9,3.35,2.0,2.7,3.3,,,,2.1,2.8,3.3,ES,2001/2002
SP2,2001-10-21,Eibar,Xerez,2,0,H,2,0,H,2.45,2.9,2.65,2.4,2.7,2.7,,,,2.5,2.65,2.75,ES,2001/2002
SP2,2001-10-21,Levante,Santander,1,1,D,1,1,D,2.45,2.75,2.8,2.4,2.7,2.6,,,,2.5,2.7,2.75,ES,2001/2002
SP2,2001-10-21,Numancia,Ath Madrid,1,2,A,0,1,A,2.55,2.8,2.6,2.5,2.7,2.5,,,,2.6,2.7,2.65,ES,2001/2002
SP2,2001-10-21,Recreativo,Oviedo,0,2,A,0,0,D,2.4,2.75,2.85,2.4,2.7,2.7,,,,2.35,2.75,2.9,ES,2001/2002
SP2,2001-10-21,Salamanca,Extremadura,0,0,D,0,0,D,1.8,2.9,4.3,1.8,2.8,3.7,,,,1.85,2.9,4.0,ES,2001/2002
SP2,2001-10-21,Sp Gijon,Gimnastic,1,1,D,1,0,H,1.75,2.9,4.55,1.7,2.9,4.0,,,,1.7,3.1,4.5,ES,2001/2002
SP2,2001-10-27,Ath Madrid,Albacete,3,2,H,1,1,D,1.55,3.25,5.5,1.55,3.1,4.8,1.57,3.25,5.5,1.6,3.25,5.0,ES,2001/2002
SP2,2001-10-27,Eibar,Ferrol,2,0,H,0,0,D,2.3,2.75,2.95,2.2,2.8,2.8,2.2,3.0,3.0,2.2,2.85,3.0,ES,2001/2002
SP2,2001-10-27,Poli Ejido,Numancia,3,4,A,1,2,A,2.77,2.75,2.42,2.7,2.7,2.3,2.75,2.88,2.4,2.9,2.75,2.35,ES,2001/2002
SP2,2001-10-27,Xerez,Elche,2,0,H,1,0,H,1.8,2.9,4.25,1.9,2.9,3.2,1.8,3.1,4.0,1.9,3.0,3.6,ES,2001/2002
SP2,2001-10-28,Burgos,Levante,0,1,A,0,1,A,1.65,3.0,5.0,1.65,2.9,4.4,1.73,3.1,4.5,1.65,3.25,4.5,ES,2001/2002
SP2,2001-10-28,Extremadura,Recreativo,0,3,A,0,3,A,2.1,2.9,3.15,2.1,2.8,3.0,,,,2.15,2.85,3.1,ES,2001/2002
SP2,2001-10-28,Gimnastic,Badajoz,1,1,D,0,0,D,1.9,2.8,3.9,2.0,2.8,3.1,1.91,3.0,3.75,2.0,3.0,3.3,ES,2001/2002
SP2,2001-10-28,Jaen,Leganes,1,0,H,1,0,H,2.05,2.85,3.3,2.1,2.8,3.0,2.0,2.88,3.6,2.1,2.9,3.2,ES,2001/2002
SP2,2001-10-28,Murcia,Cordoba,1,0,H,0,0,D,1.95,2.9,3.55,2.0,2.8,3.1,2.0,2.88,3.6,2.1,2.9,3.2,ES,2001/2002
SP2,2001-10-28,Oviedo,Sp Gijon,0,2,A,0,1,A,1.65,3.2,4.5,1.7,2.9,4.0,1.67,3.25,4.5,1.75,3.2,4.0,ES,2001/2002
SP2,2001-10-28,Santander,Salamanca,2,0,H,1,0,H,2.1,2.8,3.3,2.0,2.8,3.1,2.1,2.88,3.3,2.1,2.9,3.2,ES,2001/2002
SP2,2001-03-11,Albacete,Poli Ejido,2,1,H,2,0,H,1.65,3.0,5.4,1.5,3.0,5.3,1.5,3.4,6.0,1.6,2.85,6.0,ES,2001/2002
SP2,2001-03-11,Cordoba,Ath Madrid,0,2,A,0,1,A,2.95,2.7,2.35,2.6,2.8,2.3,3.0,2.88,2.25,2.65,2.75,2.5,ES,2001/2002
SP2,2001-03-11,Leganes,Eibar,1,0,H,0,0,D,2.25,2.8,3.05,2.2,2.7,2.9,2.2,2.8,3.2,,,,ES,2001/2002
SP2,2001-03-11,Numancia,Gimnastic,0,0,D,0,0,D,,,,,,,,,,,,,ES,2001/2002
SP2,2001-03-11,Recreativo,Santander,1,1,D,0,0,D,2.1,2.8,3.4,1.9,2.8,3.4,,,,,,,ES,2001/2002
SP2,2001-03-11,Sp Gijon,Extremadura,1,1,D,1,1,D,2.05,2.85,3.4,1.9,2.8,3.4,,,,1.85,2.85,4.0,ES,2001/2002
SP2,2001-04-11,Badajoz,Oviedo,1,0,H,0,0,D,3.4,2.7,2.15,3.1,2.7,2.1,3.25,2.9,2.1,3.1,2.65,2.3,ES,2001/2002
SP2,2001-04-11,Elche,Murcia,1,1,D,1,0,H,2.15,2.8,3.3,2.1,2.7,3.1,2.0,2.88,3.6,2.15,2.75,3.25,ES,2001/2002
SP2,2001-04-11,Levante,Jaen,0,1,A,0,0,D,2.3,2.75,3.0,2.1,2.7,3.1,2.1,2.9,3.25,2.2,2.75,3.1,ES,2001/2002
SP2,2001-04-11,Ferrol,Xerez,2,2,D,0,2,A,2.2,2.8,3.1,2.1,2.8,3.0,2.1,3.0,3.2,2.2,2.75,3.1,ES,2001/2002
SP2,2001-04-11,Salamanca,Burgos,0,1,A,0,0,D,2.05,2.8,3.5,2.0,2.8,3.1,1.91,3.1,3.6,1.9,2.85,3.8,ES,2001/2002
SP2,2001-06-11,Poli Ejido,Cordoba,1,1,D,1,1,D,,,,,,,,,,,,,ES,2001/2002
SP2,2001-07-11,Ath Madrid,Elche,4,0,H,2,0,H,1.4,3.75,6.5,1.35,3.5,7.0,1.36,3.75,8.0,1.45,3.5,6.25,ES,2001/2002
SP2,2001-07-11,Burgos,Recreativo,1,3,A,0,1,A,2.1,2.85,3.25,2.2,2.8,2.8,2.1,2.88,3.3,2.2,2.8,3.1,ES,2001/2002
SP2,2001-07-11,Eibar,Levante,7,0,H,4,0,H,1.71,2.95,4.7,1.65,2.9,4.4,1.73,3.1,4.5,1.8,3.0,4.0,ES,2001/2002
SP2,2001-07-11,Extremadura,Badajoz,0,4,A,0,1,A,1.65,3.05,5.0,1.65,2.9,4.4,1.67,3.1,5.0,1.7,3.1,4.5,ES,2001/2002
SP2,2001-07-11,Gimnastic,Albacete,0,1,A,0,1,A,2.57,2.85,2.52,2.45,2.8,2.45,2.62,2.88,2.5,2.7,2.85,2.4,ES,2001/2002
SP2,2001-07-11,Jaen,Salamanca,0,1,A,0,1,A,2.15,2.85,3.15,2.1,2.7,3.1,2.2,2.8,3.2,2.1,2.8,3.25,ES,2001/2002
SP2,2001-07-11,Oviedo,Numancia,0,0,D,0,0,D,1.85,2.8,4.2,1.9,2.8,3.4,1.8,3.0,4.33,1.9,2.8,4.0,ES,2001/2002
SP2,2001-07-11,Santander,Sp Gijon,2,1,H,1,0,H,1.97,3.0,3.4,2.1,2.8,3.0,2.0,2.9,3.5,2.05,2.75,3.5,ES,2001/2002
SP2,2001-07-11,Xerez,Murcia,3,1,H,0,0,D,1.65,3.0,5.0,1.6,3.0,4.6,1.73,3.1,4.5,1.75,3.1,4.2,ES,2001/2002
SP2,2001-08-11,Ferrol,Leganes,3,0,H,1,0,H,1.75,2.9,4.5,1.85,2.8,3.5,1.8,3.0,4.33,1.85,2.9,4.0,ES,2001/2002
SP2,2001-10-11,Sp Gijon,Burgos,0,1,A,0,0,D,1.9,2.95,3.7,1.9,2.9,3.2,1.91,3.0,3.75,2.0,2.9,3.4,ES,2001/2002
SP2,2001-11-11,Albacete,Oviedo,1,1,D,0,0,D,2.2,2.8,3.1,2.2,2.8,2.8,2.25,2.8,3.1,2.25,2.8,3.0,ES,2001/2002
SP2,2001-11-11,Badajoz,Santander,3,2,H,2,0,H,2.48,2.7,2.75,2.4,2.6,2.7,2.5,2.88,2.62,2.4,2.8,2.75,ES,2001/2002
SP2,2001-11-11,Cordoba,Gimnastic,1,1,D,0,0,D,1.68,3.0,4.8,1.65,2.9,4.4,1.73,3.1,4.5,1.65,3.0,5.0,ES,2001/2002
SP2,2001-11-11,Elche,Poli Ejido,2,0,H,1,0,H,1.7,3.0,4.65,1.7,2.9,4.0,1.8,3.1,4.0,1.65,3.0,5.0,ES,2001/2002
SP2,2001-11-11,Leganes,Xerez,0,1,A,0,1,A,2.45,2.75,2.75,2.3,2.8,2.6,2.38,2.88,2.8,2.55,2.8,2.55,ES,2001/2002
SP2,2001-11-11,Levante,Ferrol,3,1,H,2,1,H,2.5,2.7,2.75,2.5,2.6,2.6,2.6,2.8,2.6,2.4,2.8,2.75,ES,2001/2002
SP2,2001-11-11,Murcia,Ath Madrid,3,1,H,2,1,H,3.25,2.9,2.08,3.1,2.8,2.0,3.5,2.9,2.0,3.4,2.9,2.0,ES,2001/2002
SP2,2001-11-11,Numancia,Extremadura,0,0,D,0,0,D,1.82,2.95,4.05,1.8,2.8,3.7,1.8,3.1,4.0,1.8,3.0,4.0,ES,2001/2002
SP2,2001-11-11,Recreativo,Jaen,0,3,A,0,1,A,1.85,2.9,4.0,1.8,2.9,3.6,1.73,3.1,4.5,1.8,3.0,4.0,ES,2001/2002
SP2,2001-11-11,Salamanca,Eibar,1,0,H,1,0,H,1.98,2.85,3.6,1.9,2.8,3.4,2.0,2.9,3.5,2.0,2.85,3.5,ES,2001/2002
SP2,2001-11-14,Gimnastic,Ferrol,2,0,H,2,0,H,2.55,2.8,2.6,2.5,2.6,2.6,,,,2.7,2.7,2.55,ES,2001/2002
SP2,2001-11-17,Jaen,Sp Gijon,3,3,D,2,0,H,2.05,2.8,3.45,2.0,2.8,3.1,2.0,2.88,3.6,2.0,2.8,3.6,ES,2001/2002
SP2,2001-11-17,Santander,Numancia,4,0,H,2,0,H,2.1,2.8,3.4,2.1,2.8,3.0,2.0,2.88,3.6,2.1,2.8,3.3,ES,2001/2002
SP2,2001-11-18,Burgos,Badajoz,0,1,A,0,0,D,1.75,2.9,4.55,1.7,2.8,4.2,1.67,3.1,5.0,1.7,3.0,4.6,ES,2001/2002
SP2,2001-11-18,Eibar,Recreativo,1,1,D,0,1,A,2.3,2.75,3.0,2.2,2.7,2.9,2.2,2.8,3.2,,,,ES,2001/2002
SP2,2001-11-18,Poli Ejido,Murcia,0,0,D,0,0,D,2.6,2.7,2.65,2.5,2.6,2.6,2.6,2.7,2.7,2.6,2.6,2.7,ES,2001/2002
SP2,2001-11-18,Extremadura,Albacete,0,0,D,0,0,D,2.5,2.8,2.7,2.4,2.7,2.6,2.38,2.8,2.88,2.4,2.7,2.85,ES,2001/2002
SP2,2001-11-18,Gimnastic,Elche,1,2,A,1,1,D,2.5,2.7,2.8,2.4,2.7,2.6,2.3,2.8,3.0,2.35,2.7,2.9,ES,2001/2002
SP2,2001-11-18,Leganes,Levante,2,1,H,1,1,D,2.0,2.8,3.7,2.0,2.8,3.1,1.91,2.88,4.0,2.1,2.7,3.5,ES,2001/2002
SP2,2001-11-18,Oviedo,Cordoba,3,1,H,1,1,D,1.7,2.9,5.0,1.65,2.8,4.6,1.67,3.1,5.0,1.65,3.0,5.0,ES,2001/2002
SP2,2001-11-18,Ferrol,Salamanca,3,1,H,2,1,H,2.2,2.75,3.2,2.1,2.8,3.0,2.2,2.8,3.2,2.15,2.75,3.25,ES,2001/2002
SP2,2001-11-18,Xerez,Ath Madrid,0,1,A,0,1,A,2.6,2.7,2.65,2.5,2.7,2.5,2.75,2.75,2.5,2.5,2.65,2.75,ES,2001/2002
SP2,2001-11-24,Ath Madrid,Poli Ejido,1,0,H,1,0,H,1.25,4.45,8.95,1.3,3.8,7.5,,,,1.35,4.0,7.0,ES,2001/2002
SP2,2001-11-24,Cordoba,Extremadura,2,0,H,1,0,H,2.02,2.85,3.45,2.1,2.8,3.0,,,,2.1,2.9,3.2,ES,2001/2002
SP2,2001-11-24,Elche,Oviedo,2,0,H,0,0,D,2.58,2.75,2.6,2.5,2.6,2.6,,,,2.6,2.65,2.65,ES,2001/2002
