Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Country,Season
D2,2001-07-27,Duisburg,Ahlen,1,4,A,1,2,A,12004,Florian Meyer ,24.0,15.0,9.0,5.0,1.0,1.0,12.0,4.0,10.0,9.0,6.0,2.0,3,4,0,0,30,40,1.83,3.2,3.7,1.8,3.0,3.5,,,,1.91,3.25,3.5,1.75,3.2,3.9,DE,2001/2002
D2,2001-07-27,Greuther Furth,Oberhausen,2,2,D,1,1,D,7051,Jörg Kessler ,13.0,8.0,4.0,5.0,0.0,0.0,1.0,3.0,20.0,8.0,3.0,2.0,1,4,0,1,10,65,1.8,3.2,3.85,1.85,2.9,3.4,,,,1.8,3.25,4.0,1.75,3.2,3.9,DE,2001/2002
D2,2001-07-27,Saarbrucken,Mannheim,1,3,A,0,2,A,18000,Wolfgang Stark ,6.0,6.0,3.0,4.0,0.0,0.0,6.0,3.0,17.0,15.0,4.0,5.0,4,2,0,0,40,20,2.18,3.1,2.85,,,,,,,,,,2.0,3.15,3.1,DE,2001/2002
D2,2001-07-28,Bielefeld,Babelsberg,0,1,A,0,0,D,10641,Alfons Berg ,14.0,7.0,3.0,2.0,1.0,2.0,6.0,1.0,20.0,8.0,14.0,3.0,1,2,0,0,10,20,1.58,3.35,5.0,1.55,3.3,4.5,,,,1.67,3.4,4.5,1.5,3.5,5.3,DE,2001/2002
D2,2001-07-28,Ein Frankfurt,Reutlingen,3,1,H,0,1,A,17000,Herbert Fandel ,,,,,,,,,,,,,2,1,0,0,20,10,1.52,3.5,5.4,1.45,3.5,5.0,,,,,,,1.5,3.5,5.3,DE,2001/2002
D2,2001-07-29,Aachen,Mainz,0,2,A,0,0,D,12000,Peter Sippel ,11.0,7.0,3.0,6.0,0.0,0.0,11.0,2.0,11.0,12.0,2.0,2.0,2,3,0,0,20,30,1.84,3.2,3.7,1.9,2.9,3.2,,,,1.91,3.2,3.6,1.8,3.1,3.8,DE,2001/2002
D2,2001-07-29,Karlsruhe,Schweinfurt,1,0,H,0,0,D,13000,Lutz Wagner ,11.0,8.0,6.0,4.0,0.0,0.0,7.0,1.0,12.0,13.0,2.0,5.0,2,3,0,0,20,30,1.62,3.3,4.8,1.6,3.2,4.2,,,,1.62,3.4,5.0,1.55,3.5,4.8,DE,2001/2002
D2,2001-07-29,Unterhaching,Bochum,0,2,A,0,0,D,5500,Knut Kircher ,14.0,8.0,6.0,4.0,0.0,0.0,8.0,2.0,8.0,6.0,1.0,0.0,0,1,0,0,0,10,2.07,3.05,3.15,2.2,2.9,2.7,,,,2.0,3.25,3.25,2.2,3.0,2.85,DE,2001/2002
D2,2001-07-30,Union Berlin,Hannover,1,1,D,0,0,D,9072,Jürgen Jansen ,14.0,11.0,2.0,3.0,1.0,0.0,5.0,4.0,19.0,22.0,3.0,0.0,3,3,0,1,30,55,1.9,3.2,3.4,2.0,2.9,3.0,,,,,,,2.1,3.0,3.05,DE,2001/2002
D2,2001-03-08,Ahlen,Greuther Furth,1,0,H,1,0,H,7513,Kai Voss ,8.0,10.0,5.0,4.0,1.0,1.0,6.0,7.0,29.0,26.0,3.0,1.0,2,3,0,0,20,30,,,,1.9,2.9,3.2,,,,2.0,3.2,3.3,2.1,3.1,2.95,DE,2001/2002
D2,2001-03-08,Oberhausen,Union Berlin,0,3,A,0,1,A,6000,Matthias Anklam ,9.0,8.0,3.0,3.0,0.0,0.0,10.0,2.0,10.0,9.0,2.0,0.0,2,2,0,0,20,20,,,,1.7,3.1,3.8,,,,1.91,3.2,3.6,1.75,3.15,4.0,DE,2001/2002
D2,2001-03-08,Schweinfurt,Saarbrucken,2,1,H,1,1,D,7152,Thorsten Kinhöfer ,13.0,19.0,9.0,8.0,0.0,1.0,3.0,5.0,17.0,16.0,0.0,1.0,2,4,0,0,20,40,,,,2.4,2.9,2.4,,,,2.38,3.1,2.7,2.5,2.95,2.5,DE,2001/2002
D2,2001-04-08,Bochum,Karlsruhe,1,1,D,1,1,D,13000,Michael Weiner ,8.0,7.0,2.0,6.0,0.0,0.0,4.0,2.0,9.0,17.0,1.0,2.0,3,2,1,0,55,20,,,,1.45,3.5,5.0,,,,1.57,3.6,5.0,1.5,3.45,5.5,DE,2001/2002
D2,2001-04-08,Reutlingen,Bielefeld,2,3,A,1,2,A,6970,Uwe Kemmling ,7.0,10.0,3.0,9.0,0.0,0.0,7.0,4.0,13.0,11.0,1.0,1.0,1,2,0,0,10,20,,,,1.8,3.0,3.5,,,,1.83,3.25,3.75,1.8,3.15,3.75,DE,2001/2002
D2,2001-05-08,Babelsberg,Duisburg,3,1,H,1,1,D,7200,Thorsten Koop ,13.0,10.0,8.0,5.0,1.0,0.0,4.0,7.0,9.0,10.0,3.0,3.0,1,2,0,0,10,20,,,,2.2,2.9,2.7,,,,2.3,3.1,2.8,2.25,3.0,2.8,DE,2001/2002
D2,2001-05-08,Hannover,Aachen,3,0,H,3,0,H,15872,Christian Schüssling ,18.0,0.0,7.0,0.0,2.0,0.0,9.0,2.0,15.0,18.0,2.0,1.0,2,2,0,2,20,70,,,,1.75,3.1,3.6,,,,1.91,3.25,3.5,1.75,3.15,4.0,DE,2001/2002
D2,2001-05-08,Mainz,Unterhaching,2,0,H,2,0,H,6500,Peter Gagelmann ,13.0,6.0,6.0,1.0,0.0,0.0,3.0,4.0,18.0,10.0,3.0,0.0,2,2,0,0,20,20,,,,2.0,2.9,3.0,,,,2.5,3.0,2.6,2.35,3.0,2.65,DE,2001/2002
D2,2001-06-08,Mannheim,Ein Frankfurt,0,0,D,0,0,D,18000,Edgar Steinborn,13.0,9.0,5.0,2.0,0.0,0.0,3.0,0.0,16.0,23.0,1.0,2.0,1,4,0,0,10,40,,,,2.2,2.9,2.7,,,,,,,2.25,3.0,2.8,DE,2001/2002
D2,2001-10-08,Bielefeld,Mannheim,5,0,H,3,0,H,12097,Thomas Frank ,26.0,12.0,18.0,5.0,1.0,0.0,8.0,6.0,17.0,22.0,1.0,1.0,2,1,0,0,20,10,,,,2.1,2.9,2.9,,,,,,,2.35,3.0,2.65,DE,2001/2002
D2,2001-10-08,Bochum,Mainz,2,1,H,2,1,H,12000,Peter Lange ,15.0,12.0,8.0,6.0,2.0,0.0,5.0,7.0,6.0,11.0,2.0,0.0,1,2,0,0,10,20,,,,1.6,3.2,4.2,,,,1.5,3.5,6.0,1.6,3.3,4.7,DE,2001/2002
D2,2001-10-08,Duisburg,Reutlingen,3,3,D,1,1,D,6100,Felix Brych ,13.0,15.0,6.0,8.0,0.0,0.0,4.0,6.0,17.0,20.0,1.0,3.0,0,3,1,0,25,30,,,,1.9,2.9,3.2,,,,1.91,3.2,3.6,1.85,3.15,3.55,DE,2001/2002
D2,2001-11-08,Aachen,Oberhausen,2,1,H,1,1,D,9200,Udo Stark ,7.0,5.0,3.0,2.0,0.0,0.0,2.0,2.0,12.0,14.0,1.0,1.0,0,3,0,0,0,30,,,,2.1,2.9,2.9,,,,2.0,3.1,3.4,2.25,2.9,2.85,DE,2001/2002
D2,2001-11-08,Union Berlin,Ahlen,5,0,H,1,0,H,8706,Stephan Kammerer ,7.0,4.0,5.0,1.0,0.0,0.0,9.0,3.0,16.0,14.0,0.0,0.0,0,2,0,0,0,20,,,,2.2,2.9,2.7,,,,2.1,3.1,3.2,2.05,3.15,3.0,DE,2001/2002
D2,2001-12-08,Ein Frankfurt,Schweinfurt,2,0,H,0,0,D,18500,Andre Stachowiak ,14.0,8.0,6.0,5.0,0.0,1.0,2.0,5.0,18.0,18.0,0.0,4.0,1,1,0,0,10,10,,,,,,,,,,,,,,,,DE,2001/2002
D2,2001-12-08,Greuther Furth,Babelsberg,1,0,H,1,0,H,6300,,15.0,12.0,5.0,7.0,1.0,0.0,4.0,4.0,11.0,12.0,0.0,0.0,0,1,0,0,0,10,,,,1.7,3.1,3.8,,,,1.62,3.4,5.0,1.65,3.3,4.35,DE,2001/2002
D2,2001-12-08,Unterhaching,Hannover,1,1,D,0,0,D,4000,Dirk Margenberg ,11.0,17.0,6.0,9.0,0.0,0.0,0.0,7.0,16.0,13.0,1.0,1.0,1,1,0,0,10,10,,,,1.9,2.9,3.2,,,,1.8,3.2,4.0,2.0,3.1,3.15,DE,2001/2002
D2,2001-08-13,Karlsruhe,Saarbrucken,2,0,H,1,0,H,15000,Stefan Trautmann ,11.0,12.0,4.0,5.0,0.0,1.0,3.0,5.0,20.0,25.0,5.0,2.0,1,3,0,0,10,30,,,,2.0,2.9,3.0,,,,2.0,3.1,3.4,1.85,3.2,3.5,DE,2001/2002
D2,2001-08-17,Oberhausen,Unterhaching,0,2,A,0,0,D,3311,Babak Rafati,9.0,10.0,2.0,4.0,1.0,0.0,6.0,7.0,17.0,21.0,2.0,0.0,2,2,0,0,20,20,,,,2.0,2.9,3.0,,,,2.3,3.1,2.7,2.2,3.1,2.75,DE,2001/2002
D2,2001-08-17,Reutlingen,Greuther Furth,0,1,A,0,1,A,7000,Mike Pickel,12.0,5.0,8.0,3.0,0.0,0.0,6.0,2.0,9.0,10.0,0.0,0.0,5,1,0,1,50,35,,,,2.1,2.9,2.9,,,,2.0,3.2,3.2,2.1,3.15,2.9,DE,2001/2002
D2,2001-08-17,Schweinfurt,Bielefeld,1,0,H,0,0,D,11153,Manuel Gräfe ,11.0,12.0,6.0,7.0,1.0,0.0,7.0,11.0,13.0,13.0,4.0,4.0,2,2,0,0,20,20,,,,2.7,2.9,2.2,,,,2.3,3.2,2.62,2.4,3.1,2.5,DE,2001/2002
D2,2001-08-18,Babelsberg,Union Berlin,3,2,H,0,1,A,15500,Markus Schmidt,12.0,13.0,6.0,4.0,1.0,0.0,2.0,3.0,25.0,8.0,5.0,4.0,4,2,0,0,40,20,,,,2.4,2.9,2.4,,,,,,,2.45,3.0,2.5,DE,2001/2002
D2,2001-08-18,Saarbrucken,Ein Frankfurt,0,2,A,0,1,A,10500,Stefan Weber,11.0,6.0,2.0,3.0,0.0,0.0,2.0,1.0,7.0,8.0,0.0,0.0,2,2,0,0,20,20,,,,2.4,2.9,2.4,,,,,,,2.7,3.1,2.25,DE,2001/2002
D2,2001-08-19,Ahlen,Aachen,1,0,H,1,0,H,6510,Lutz Michael Fröhlich ,14.0,9.0,8.0,4.0,1.0,0.0,4.0,8.0,19.0,23.0,5.0,6.0,3,4,0,0,30,40,,,,1.6,3.2,4.2,,,,1.8,3.25,3.75,1.65,3.35,4.25,DE,2001/2002
D2,2001-08-19,Hannover,Bochum,2,0,H,0,0,D,20076,Günter Perl,16.0,4.0,7.0,0.0,0.0,0.0,8.0,2.0,5.0,11.0,2.0,3.0,0,2,0,0,0,20,,,,2.3,2.9,2.5,,,,2.4,3.1,2.6,2.25,3.1,2.7,DE,2001/2002
D2,2001-08-19,Mainz,Karlsruhe,1,0,H,0,0,D,9000,Thorsten Kinhöfer ,14.0,7.0,6.0,3.0,0.0,1.0,5.0,3.0,24.0,20.0,2.0,4.0,2,2,0,0,20,20,,,,2.0,2.9,3.0,,,,2.0,3.1,3.3,2.05,3.15,3.0,DE,2001/2002
D2,2001-08-20,Mannheim,Duisburg,3,1,H,2,1,H,7000,Volker Wezel ,12.0,11.0,9.0,2.0,0.0,0.0,3.0,4.0,21.0,25.0,5.0,1.0,3,4,0,0,30,40,,,,1.75,3.1,3.6,,,,,,,1.65,3.35,4.25,DE,2001/2002
D2,2001-07-09,Mainz,Hannover,2,2,D,1,2,A,4000,Detlef Scheppe,15.0,10.0,6.0,4.0,2.0,0.0,6.0,2.0,20.0,14.0,3.0,0.0,3,3,0,0,30,30,,,,2.1,2.9,2.9,,,,2.1,3.1,3.1,2.15,3.15,2.8,DE,2001/2002
D2,2001-07-09,Union Berlin,Reutlingen,5,0,H,3,0,H,7800,Kai Voss,12.0,10.0,7.0,4.0,0.0,0.0,8.0,5.0,13.0,11.0,1.0,2.0,1,2,0,0,10,20,,,,1.7,3.1,3.8,,,,1.67,3.25,4.5,1.7,3.3,4.0,DE,2001/2002
D2,2001-07-09,Unterhaching,Ahlen,2,3,A,2,3,A,2000,Markus Schmidt,10.0,6.0,5.0,6.0,1.0,0.0,6.0,5.0,12.0,11.0,2.0,2.0,2,2,0,0,20,20,,,,2.1,2.9,2.9,,,,1.83,3.2,3.75,1.9,3.25,3.3,DE,2001/2002
D2,2001-08-09,Duisburg,Schweinfurt,0,0,D,0,0,D,5095,Frank Minskowski,8.0,4.0,4.0,2.0,0.0,0.0,9.0,2.0,15.0,18.0,1.0,1.0,2,1,0,0,20,10,,,,1.7,3.1,3.8,,,,1.91,3.1,3.6,1.8,3.25,3.6,DE,2001/2002
D2,2001-08-09,Greuther Furth,Mannheim,3,1,H,2,0,H,4730,Jürgen Aust,14.0,8.0,7.0,4.0,0.0,0.0,5.0,2.0,18.0,22.0,2.0,0.0,0,3,0,0,0,30,,,,2.1,2.9,2.9,,,,,,,2.0,3.1,3.15,DE,2001/2002
D2,2001-09-09,Aachen,Babelsberg,2,2,D,0,2,A,8000,Florian Meyer,18.0,8.0,8.0,5.0,0.0,0.0,11.0,2.0,9.0,9.0,4.0,3.0,3,4,1,1,55,65,,,,2.0,2.9,3.0,,,,2.0,3.1,3.3,2.1,3.1,2.95,DE,2001/2002
D2,2001-09-09,Bielefeld,Saarbrucken,3,1,H,2,0,H,10109,Stephan Kammerer,12.0,13.0,7.0,5.0,0.0,0.0,3.0,11.0,15.0,23.0,1.0,1.0,1,3,0,0,10,30,,,,1.7,3.1,3.8,,,,,,,1.75,3.25,3.85,DE,2001/2002
D2,2001-09-09,Bochum,Oberhausen,3,3,D,2,2,D,13094,Christian Schößling,11.0,12.0,8.0,6.0,0.0,0.0,4.0,4.0,14.0,14.0,0.0,0.0,2,3,0,0,20,30,,,,1.6,3.2,4.2,,,,1.5,3.4,6.0,1.5,3.45,5.5,DE,2001/2002
D2,2001-10-09,Karlsruhe,Ein Frankfurt,2,3,A,1,2,A,18000,Helmut Fleischer,14.0,9.0,9.0,6.0,0.0,0.0,10.0,0.0,17.0,24.0,0.0,0.0,4,1,0,0,40,10,,,,2.4,2.9,2.4,,,,,,,,,,DE,2001/2002
D2,2001-09-14,Ahlen,Bochum,2,5,A,2,1,H,8465,Matthias Anklam,12.0,15.0,5.0,9.0,0.0,1.0,6.0,5.0,10.0,8.0,2.0,1.0,1,2,0,1,10,45,,,,2.0,2.9,3.0,,,,,,,2.3,3.1,2.65,DE,2001/2002
D2,2001-09-14,Oberhausen,Mainz,1,3,A,0,2,A,3346,Stefan Trautmann,13.0,7.0,2.0,4.0,1.0,1.0,7.0,1.0,13.0,11.0,7.0,1.0,2,4,0,0,20,40,,,,2.1,2.9,2.9,,,,,,,2.15,3.15,2.8,DE,2001/2002
D2,2001-09-14,Saarbrucken,Duisburg,1,0,H,0,0,D,6000,Detlef Scheppe,12.0,12.0,4.0,6.0,0.0,1.0,6.0,2.0,14.0,18.0,4.0,4.0,2,3,0,0,20,30,,,,1.9,2.9,3.2,,,,,,,2.0,3.2,3.1,DE,2001/2002
D2,2001-09-15,Babelsberg,Unterhaching,1,4,A,0,2,A,4461,Thomas Frank,9.0,13.0,4.0,7.0,0.0,1.0,3.0,4.0,14.0,8.0,5.0,0.0,0,1,1,1,25,35,,,,2.0,2.9,3.0,,,,,,,1.9,3.3,3.25,DE,2001/2002
D2,2001-09-15,Reutlingen,Aachen,3,1,H,3,0,H,5000,Günter Perl,16.0,10.0,8.0,3.0,0.0,0.0,3.0,2.0,11.0,9.0,1.0,2.0,1,1,0,0,10,10,,,,1.8,3.0,3.5,,,,2.0,3.0,3.4,2.0,3.25,3.0,DE,2001/2002
D2,2001-09-16,Hannover,Karlsruhe,5,0,H,3,0,H,13643,Edgar Steinborn,16.0,7.0,13.0,2.0,0.0,0.0,9.0,7.0,9.0,10.0,2.0,1.0,1,2,0,0,10,20,,,,1.75,3.1,3.6,,,,1.8,3.25,3.75,1.7,3.35,4.0,DE,2001/2002
D2,2001-09-16,Mannheim,Union Berlin,1,1,D,0,0,D,7500,Hermann Albrecht,10.0,11.0,3.0,4.0,0.0,0.0,3.0,5.0,14.0,13.0,4.0,5.0,1,3,0,0,10,30,,,,1.8,3.0,3.5,,,,,,,1.85,3.3,3.4,DE,2001/2002
D2,2001-09-16,Schweinfurt,Greuther Furth,0,0,D,0,0,D,8319,Jürgen Jansen,10.0,14.0,5.0,5.0,0.0,2.0,7.0,6.0,12.0,8.0,3.0,2.0,2,2,0,0,20,20,,,,2.4,2.9,2.4,,,,2.3,3.1,2.75,2.3,3.15,2.6,DE,2001/2002
D2,2001-09-17,Ein Frankfurt,Bielefeld,0,2,A,0,0,D,10000,Felix Brych,8.0,9.0,3.0,5.0,0.0,0.0,4.0,5.0,23.0,13.0,4.0,2.0,1,1,0,0,10,10,,,,1.65,3.1,4.0,,,,,,,1.55,3.5,4.8,DE,2001/2002
D2,2001-09-21,Hannover,Oberhausen,2,0,H,1,0,H,13923,Mike Pickel,14.0,8.0,5.0,2.0,1.0,2.0,12.0,8.0,11.0,20.0,1.0,2.0,1,3,0,0,10,30,,,,1.55,3.3,4.5,,,,,,,1.5,3.5,5.4,DE,2001/2002
D2,2001-09-21,Karlsruhe,Bielefeld,0,1,A,0,0,D,9200,Peter Sippel,1.0,4.0,1.0,4.0,0.0,0.0,5.0,9.0,17.0,15.0,2.0,2.0,3,4,0,0,30,40,,,,2.2,2.9,2.7,,,,,,,2.35,3.1,2.55,DE,2001/2002
D2,2001-09-21,Unterhaching,Reutlingen,3,2,H,0,1,A,6500,Alfons Berg,12.0,8.0,8.0,3.0,1.0,0.0,7.0,9.0,13.0,15.0,1.0,0.0,0,2,0,1,0,45,,,,1.75,3.1,3.6,,,,,,,1.65,3.3,4.4,DE,2001/2002
D2,2001-09-22,Bochum,Babelsberg,4,1,H,2,0,H,10773,Babak Rafati,13.0,6.0,9.0,4.0,1.0,0.0,10.0,5.0,5.0,2.0,1.0,2.0,0,2,0,0,0,20,,,,1.55,3.3,4.5,,,,,,,1.5,3.45,5.5,DE,2001/2002
D2,2001-09-22,Mainz,Ahlen,5,1,H,3,1,H,6258,Uwe Kemmling,16.0,6.0,11.0,3.0,1.0,0.0,4.0,1.0,12.0,17.0,3.0,1.0,1,1,0,1,10,35,,,,1.9,2.9,3.2,,,,,,,1.85,3.25,3.45,DE,2001/2002
D2,2001-09-23,Aachen,Mannheim,1,0,H,1,0,H,10000,Hellmut Krug,13.0,4.0,5.0,2.0,0.0,0.0,8.0,1.0,23.0,25.0,3.0,1.0,3,4,0,3,30,115,,,,2.2,2.9,2.7,,,,,,,2.25,3.1,2.7,DE,2001/2002
D2,2001-09-23,Greuther Furth,Saarbrucken,3,1,H,0,1,A,5250,Volker Wezel,15.0,9.0,9.0,3.0,0.0,0.0,5.0,5.0,15.0,24.0,0.0,0.0,0,5,0,1,0,75,,,,1.7,3.1,3.8,,,,,,,1.6,3.3,4.8,DE,2001/2002
D2,2001-09-23,Union Berlin,Schweinfurt,3,0,H,2,0,H,8199,Peter Lange,10.0,4.0,4.0,3.0,0.0,0.0,5.0,6.0,7.0,17.0,0.0,3.0,2,3,0,0,20,30,,,,1.5,3.4,4.7,,,,,,,1.55,3.4,5.0,DE,2001/2002
D2,2001-09-24,Duisburg,Ein Frankfurt,1,1,D,0,1,A,5000,Michael Weiner,22.0,8.0,7.0,5.0,0.0,0.0,7.0,5.0,20.0,24.0,4.0,12.0,2,3,0,1,20,55,,,,2.7,2.9,2.2,,,,,,,2.85,3.1,2.15,DE,2001/2002
D2,2001-09-28,Bielefeld,Duisburg,2,2,D,1,2,A,11000,Lutz Wagner,12.0,8.0,6.0,5.0,0.0,1.0,4.0,8.0,20.0,13.0,3.0,1.0,0,2,0,0,0,20,,,,1.55,3.3,4.5,,,,,,,1.5,3.6,5.2,DE,2001/2002
D2,2001-09-28,Oberhausen,Karlsruhe,1,2,A,1,1,D,3000,Manuel Gräfe ,17.0,7.0,9.0,5.0,1.0,0.0,5.0,1.0,9.0,11.0,3.0,2.0,2,2,0,0,20,20,,,,2.1,2.9,2.9,,,,,,,2.15,3.15,2.8,DE,2001/2002
D2,2001-09-28,Reutlingen,Bochum,3,0,H,1,0,H,7000,Stefan Weber,16.0,13.0,6.0,7.0,0.0,1.0,7.0,3.0,14.0,9.0,3.0,2.0,1,3,0,1,10,55,,,,2.4,2.9,2.4,,,,,,,2.85,3.1,2.15,DE,2001/2002
D2,2001-09-29,Mannheim,Unterhaching,0,1,A,0,1,A,4600,Christian Schüssling ,8.0,5.0,3.0,2.0,0.0,0.0,1.0,3.0,10.0,6.0,3.0,0.0,1,0,0,0,10,0,,,,2.0,2.9,3.0,,,,,,,2.1,3.15,2.9,DE,2001/2002
D2,2001-09-29,Schweinfurt,Aachen,1,0,H,0,0,D,5000,Stephan Kammerer,10.0,8.0,5.0,2.0,0.0,1.0,1.0,5.0,12.0,18.0,1.0,0.0,1,2,0,0,10,20,,,,2.0,2.9,3.0,,,,,,,1.9,3.2,3.35,DE,2001/2002
D2,2001-09-30,Babelsberg,Mainz,0,1,A,0,0,D,3900,Hartmut Strampe,18.0,12.0,8.0,6.0,0.0,0.0,5.0,2.0,21.0,17.0,3.0,3.0,2,4,0,1,20,65,,,,2.3,2.9,2.5,,,,2.38,3.0,2.7,2.4,3.15,2.45,DE,2001/2002
D2,2001-09-30,Ein Frankfurt,Greuther Furth,1,4,A,0,1,A,13500,Markus Schmidt,13.0,8.0,6.0,5.0,1.0,0.0,8.0,3.0,17.0,15.0,2.0,1.0,3,2,1,0,55,20,,,,1.7,3.1,3.8,,,,1.62,3.5,4.5,1.6,3.35,4.7,DE,2001/2002
D2,2001-09-30,Saarbrucken,Union Berlin,2,3,A,0,1,A,4500,Ralf Späker ,11.0,9.0,4.0,5.0,0.0,2.0,10.0,4.0,14.0,10.0,3.0,1.0,1,3,1,0,35,30,,,,2.3,2.9,2.5,,,,2.5,3.1,2.5,2.45,3.1,2.45,DE,2001/2002
D2,2001-01-10,Ahlen,Hannover,2,5,A,1,2,A,6000,Torsten Koop,8.0,21.0,5.0,9.0,0.0,0.0,6.0,7.0,13.0,17.0,5.0,4.0,2,1,0,0,20,10,,,,2.2,2.9,2.7,,,,2.3,3.0,2.8,2.25,3.15,2.65,DE,2001/2002
D2,2001-12-10,Aachen,Saarbrucken,0,0,D,0,0,D,15200,Jörg Kessler,6.0,2.0,3.0,1.0,0.0,0.0,3.0,4.0,17.0,19.0,2.0,4.0,2,3,0,1,20,55,,,,1.9,3.1,3.5,,,,1.8,3.1,4.0,1.75,3.25,3.85,DE,2001/2002
D2,2001-12-10,Karlsruhe,Duisburg,2,0,H,1,0,H,11000,Günter Perl,7.0,5.0,2.0,4.0,0.0,0.0,5.0,3.0,18.0,11.0,1.0,1.0,1,5,0,1,10,75,,,,1.9,3.1,3.5,,,,1.8,3.25,3.75,1.8,3.25,3.65,DE,2001/2002
D2,2001-12-10,Unterhaching,Schweinfurt,1,0,H,0,0,D,5800,Matthias Anklam,14.0,7.0,3.0,3.0,1.0,0.0,11.0,3.0,17.0,19.0,0.0,3.0,4,4,0,0,40,40,,,,1.6,3.4,4.6,,,,1.62,3.5,4.5,1.55,3.5,4.8,DE,2001/2002
D2,2001-10-13,Oberhausen,Ahlen,2,3,A,1,1,D,2000,Thomas Frank,14.0,14.0,8.0,10.0,1.0,0.0,3.0,6.0,18.0,16.0,1.0,1.0,1,5,0,0,10,50,,,,2.4,3.0,2.6,,,,2.5,3.1,2.5,2.35,3.2,2.5,DE,2001/2002
D2,2001-10-13,Union Berlin,Ein Frankfurt,0,4,A,0,1,A,14000,Detlef Scheppe,8.0,10.0,5.0,4.0,0.0,0.0,10.0,0.0,13.0,11.0,2.0,1.0,0,1,0,0,0,10,,,,2.1,3.0,3.1,,,,2.1,3.1,3.1,1.95,3.25,3.15,DE,2001/2002
D2,2001-10-14,Greuther Furth,Bielefeld,0,1,A,0,1,A,8521,Knut Kircher,12.0,6.0,4.0,3.0,1.0,0.0,15.0,4.0,8.0,8.0,0.0,0.0,2,2,0,0,20,20,,,,2.1,3.0,3.1,,,,2.0,3.1,3.3,1.9,3.25,3.3,DE,2001/2002
D2,2001-10-14,Hannover,Babelsberg,6,1,H,3,0,H,28200,Markus Merk,18.0,7.0,11.0,4.0,2.0,2.0,5.0,1.0,9.0,8.0,3.0,3.0,0,2,0,0,0,20,,,,1.4,3.9,6.0,,,,1.5,3.6,5.5,1.45,3.65,5.75,DE,2001/2002
D2,2001-10-14,Mainz,Reutlingen,2,1,H,1,1,D,8088,Dirk Margenberg,7.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,15.0,13.0,1.0,6.0,3,1,0,0,30,10,,,,1.65,3.3,4.4,,,,1.62,3.25,5.0,1.55,3.5,4.8,DE,2001/2002
D2,2001-10-15,Bochum,Mannheim,1,1,D,1,1,D,10000,Peter Gagelmann,13.0,9.0,8.0,4.0,0.0,1.0,6.0,5.0,19.0,19.0,3.0,3.0,1,1,0,0,10,10,,,,1.65,3.3,4.4,,,,1.62,3.25,5.0,1.55,3.5,4.8,DE,2001/2002
D2,2001-10-19,Ahlen,Karlsruhe,4,1,H,1,0,H,6352,Mike Pickel,17.0,8.0,11.0,3.0,0.0,0.0,5.0,3.0,15.0,12.0,0.0,3.0,5,3,0,1,50,55,1.9,3.1,3.6,1.85,3.2,3.5,,,,,,,1.8,3.35,3.55,DE,2001/2002
D2,2001-10-19,Mannheim,Mainz,2,4,A,2,2,D,7000,Babak Rafati,9.0,12.0,6.0,6.0,0.0,1.0,7.0,5.0,13.0,11.0,7.0,6.0,1,1,0,0,10,10,2.3,3.1,2.65,2.2,2.9,3.0,,,,,,,2.35,3.15,2.55,DE,2001/2002
D2,2001-10-19,Schweinfurt,Bochum,3,3,D,2,0,H,8125,Kai Voss,13.0,15.0,4.0,8.0,0.0,0.0,3.0,8.0,20.0,22.0,0.0,0.0,2,2,0,0,20,20,2.5,3.05,2.5,2.5,3.0,2.5,,,,,,,2.55,3.15,2.35,DE,2001/2002
D2,2001-10-20,Babelsberg,Oberhausen,0,2,A,0,2,A,3500,Peter Lange,9.0,8.0,5.0,4.0,0.0,0.0,4.0,5.0,11.0,17.0,2.0,3.0,4,3,0,0,40,30,1.71,3.3,4.2,1.9,3.1,3.5,,,,,,,1.8,3.3,3.6,DE,2001/2002
D2,2001-10-20,Reutlingen,Hannover,2,2,D,2,2,D,6000,Thorsten Kinhöfer,15.0,17.0,8.0,11.0,0.0,1.0,3.0,3.0,21.0,12.0,2.0,2.0,0,1,0,0,0,10,2.7,3.0,2.35,3.0,2.9,2.2,,,,,,,2.75,3.15,2.2,DE,2001/2002
D2,2001-10-21,Duisburg,Greuther Furth,1,1,D,0,1,A,5211,Manuel Gräfe,16.0,5.0,9.0,1.0,1.0,1.0,10.0,3.0,18.0,14.0,2.0,1.0,3,2,0,0,30,20,2.5,3.0,2.55,2.4,2.9,2.7,,,,,,,2.6,3.15,2.3,DE,2001/2002
D2,2001-10-21,Ein Frankfurt,Aachen,2,2,D,0,1,A,16000,Ralf Späker,12.0,11.0,4.0,6.0,0.0,0.0,8.0,6.0,6.0,15.0,5.0,3.0,2,2,0,0,20,20,1.44,3.65,6.2,1.45,3.8,5.4,,,,,,,1.45,3.6,5.8,DE,2001/2002
