Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,Country,Season
SP2,2001-03-06,Salamanca,Extremadura,1,2,A,0,0,D,1.82,2.95,3.95,1.8,2.9,3.6,ES,2000/2001
SP2,2001-03-06,Sevilla,Tenerife,1,0,H,0,0,D,2.05,2.85,3.3,2.0,2.8,3.1,ES,2000/2001
SP2,2001-03-06,Sp Gijon,Badajoz,1,0,H,0,0,D,1.75,2.85,4.55,,,,ES,2000/2001
SP2,2001-09-06,Extremadura,Sevilla,1,1,D,1,0,H,2.55,2.85,2.5,,,,ES,2000/2001
SP2,2001-10-06,Ath Madrid,Sp Gijon,1,0,H,0,0,D,1.33,3.8,7.0,1.3,4.0,7.0,ES,2000/2001
SP2,2001-10-06,Badajoz,Getafe,2,2,D,1,1,D,1.8,3.0,3.9,,,,ES,2000/2001
SP2,2001-10-06,Betis,Recreativo,1,0,H,0,0,D,1.6,3.2,4.6,1.45,3.5,5.0,ES,2000/2001
SP2,2001-10-06,Compostela,Jaen,0,0,D,0,0,D,1.7,3.25,3.95,,,,ES,2000/2001
SP2,2001-10-06,Cordoba,Albacete,1,4,A,0,3,A,2.45,2.8,2.6,,,,ES,2000/2001
SP2,2001-10-06,Eibar,Salamanca,1,3,A,0,0,D,2.15,2.9,3.0,2.0,2.9,3.0,ES,2000/2001
SP2,2001-10-06,Murcia,Elche,0,1,A,0,1,A,2.45,2.85,2.45,,,,ES,2000/2001
SP2,2001-10-06,Ferrol,Levante,1,1,D,1,1,D,2.15,2.5,3.55,,,,ES,2000/2001
SP2,2001-10-06,Tenerife,Lleida,3,2,H,2,0,H,1.15,5.3,11.0,1.15,5.5,11.0,ES,2000/2001
SP2,2001-10-06,U.Las Palmas,Leganes,2,1,H,1,1,D,2.75,2.6,2.55,,,,ES,2000/2001
SP2,2001-06-16,Lleida,Extremadura,2,2,D,0,1,A,2.85,2.75,2.35,,,,ES,2000/2001
SP2,2001-06-16,Recreativo,Ferrol,1,2,A,1,2,A,1.6,3.1,5.15,,,,ES,2000/2001
SP2,2001-06-16,Salamanca,Murcia,1,2,A,0,1,A,1.7,3.05,4.5,,,,ES,2000/2001
SP2,2001-06-16,Sevilla,Eibar,2,1,H,1,1,D,1.4,3.6,6.65,,,,ES,2000/2001
SP2,2001-06-17,Albacete,U.Las Palmas,2,3,A,2,2,D,1.37,3.7,7.2,,,,ES,2000/2001
SP2,2001-06-17,Elche,Compostela,2,2,D,1,2,A,1.82,3.1,3.7,,,,ES,2000/2001
SP2,2001-06-17,Getafe,Ath Madrid,0,1,A,0,1,A,,,,,,,ES,2000/2001
SP2,2001-06-17,Jaen,Betis,0,2,A,0,1,A,,,,,,,ES,2000/2001
SP2,2001-06-17,Leganes,Tenerife,0,1,A,0,0,D,,,,,,,ES,2000/2001
SP2,2001-06-17,Levante,Badajoz,2,1,H,1,0,H,2.0,2.65,3.8,,,,ES,2000/2001
SP2,2001-06-17,Sp Gijon,Cordoba,2,2,D,0,0,D,1.72,3.05,4.3,,,,ES,2000/2001
