Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,Country,Season
E3,2002-08-13,Barnsley,Cheltenham,1,1,D,0,0,D,D Pugh,13.0,8.0,8.0,5.0,15.0,14.0,8.0,5.0,1,0,0,0,1.571,3.4,5.5,1.57,3.5,5.15,1.55,3.4,4.3,1.5,3.4,6.0,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5.0,EN,2002/2003
E3,2002-08-13,Blackpool,Luton,5,2,H,2,1,H,M Clattenburg,13.0,6.0,7.0,4.0,19.0,14.0,5.0,3.0,2,2,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,EN,2002/2003
E3,2002-08-13,Brentford,Bristol City,1,0,H,0,0,D,P Danson,9.0,15.0,5.0,8.0,17.0,19.0,5.0,7.0,1,0,0,1,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,EN,2002/2003
E3,2002-08-13,Cardiff,Port Vale,3,1,H,2,1,H,P Rejer,16.0,10.0,12.0,5.0,18.0,14.0,6.0,0.0,1,2,0,1,1.364,3.75,9.0,1.4,3.8,7.1,1.4,3.7,5.3,1.444,3.6,6.5,1.36,3.75,8.5,1.444,3.75,6.5,1.4,3.75,7.0,EN,2002/2003
E3,2002-08-13,Chesterfield,Swindon,2,4,A,0,3,A,M Cooper,7.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,2,2,0,0,2.25,3.25,2.75,2.3,3.25,2.67,2.35,3.0,2.35,2.5,3.25,2.4,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.25,2.62,EN,2002/2003
E3,2002-08-13,Crewe,Notts County,0,3,A,0,2,A,G Frankland,13.0,11.0,5.0,8.0,10.0,17.0,5.0,5.0,0,0,0,0,1.8,3.25,4.0,1.77,3.35,3.95,1.8,3.1,3.4,1.667,3.4,4.333,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,EN,2002/2003
E3,2002-08-13,Peterboro,Oldham,0,1,A,0,0,D,R Olivier,7.0,12.0,3.0,5.0,13.0,14.0,9.0,9.0,0,1,0,0,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.1,3.2,3.1,2.25,3.2,2.75,EN,2002/2003
E3,2002-08-13,Plymouth,Huddersfield,2,1,H,0,0,D,B Curson,7.0,12.0,4.0,6.0,14.0,12.0,3.0,11.0,2,3,1,0,2.1,3.25,3.0,2.0,3.25,3.25,2.0,3.1,2.8,1.909,3.25,3.4,2.1,3.25,3.0,2.1,3.2,3.1,2.0,3.2,3.2,EN,2002/2003
E3,2002-08-13,Stockport,QPR,1,1,D,0,0,D,F Stretton,5.0,12.0,2.0,4.0,9.0,14.0,1.0,8.0,0,4,0,0,2.25,3.25,2.75,2.3,3.3,2.65,2.3,3.0,2.4,2.25,3.4,2.625,2.5,3.2,2.5,2.3,3.2,2.7,2.3,3.25,2.62,EN,2002/2003
E3,2002-08-13,Tranmere,Colchester,1,1,D,1,0,H,M Pike,11.0,12.0,4.0,7.0,8.0,10.0,8.0,0.0,0,0,0,0,1.667,3.4,4.5,1.61,3.5,4.75,1.6,3.3,4.0,1.667,3.4,4.333,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.5,4.5,EN,2002/2003
E3,2002-08-13,Wigan,Mansfield,3,2,H,2,1,H,J P Robinson,28.0,6.0,16.0,5.0,11.0,12.0,9.0,1.0,2,2,0,1,1.5,3.5,6.0,1.45,3.65,6.5,1.5,3.5,4.5,1.533,3.5,5.5,1.5,3.5,6.0,1.533,3.4,6.0,1.44,3.6,6.5,EN,2002/2003
E3,2002-08-13,Wycombe,Northampton,1,1,D,0,0,D,C Wilkes,14.0,12.0,8.0,3.0,12.0,19.0,8.0,7.0,2,2,0,0,1.727,3.5,4.0,1.73,3.4,4.1,1.75,3.1,3.6,1.833,3.0,4.0,1.83,3.25,3.75,1.833,3.25,3.8,1.72,3.4,4.0,EN,2002/2003
E3,2002-08-17,Barnsley,QPR,1,0,H,0,0,D,M Pike,8.0,15.0,4.0,7.0,11.0,7.0,4.0,6.0,2,1,0,0,2.2,3.25,2.8,2.15,3.25,3.0,2.2,2.9,2.7,2.2,3.2,2.8,2.2,3.25,2.8,2.2,3.2,2.875,2.1,3.2,3.0,EN,2002/2003
E3,2002-08-17,Blackpool,Swindon,0,0,D,0,0,D,M Dean,7.0,7.0,4.0,2.0,11.0,13.0,12.0,6.0,1,2,0,0,1.909,3.25,3.5,2.0,3.25,3.3,2.0,3.0,2.9,2.1,3.2,3.0,1.91,3.25,3.5,2.0,3.25,3.25,2.0,3.2,3.2,EN,2002/2003
E3,2002-08-17,Brentford,Oldham,0,0,D,0,0,D,M Fletcher,5.0,7.0,0.0,2.0,16.0,15.0,10.0,3.0,0,3,0,1,1.833,3.25,3.75,1.9,3.3,3.8,1.9,3.1,3.0,2.0,3.4,3.0,1.83,3.25,3.75,1.833,3.25,3.8,2.0,3.2,3.2,EN,2002/2003
E3,2002-08-17,Cardiff,Northampton,1,2,A,1,1,D,L Cable,17.0,7.0,1.0,2.0,5.0,13.0,10.0,5.0,0,1,0,0,1.364,3.75,9.0,1.42,3.76,8.0,1.4,3.6,5.5,1.4,3.75,7.0,1.33,4.0,8.5,1.4,3.75,7.5,1.36,3.75,8.0,EN,2002/2003
E3,2002-08-17,Chesterfield,Port Vale,2,1,H,0,0,D,R Pearson,11.0,12.0,3.0,6.0,8.0,11.0,10.0,9.0,1,0,0,0,2.1,3.25,3.0,2.25,3.25,2.85,2.35,3.0,2.35,2.25,3.2,2.75,2.2,3.25,2.8,2.3,3.2,2.7,2.5,3.1,2.5,EN,2002/2003
E3,2002-08-17,Crewe,Colchester,2,0,H,1,0,H,G Salisbury,10.0,9.0,5.0,6.0,8.0,6.0,1.0,6.0,0,0,0,0,1.667,3.4,4.5,1.67,3.4,4.75,1.7,3.2,3.7,1.727,3.2,4.333,1.67,3.4,4.5,1.727,3.25,4.333,1.66,3.3,4.5,EN,2002/2003
E3,2002-08-17,Peterboro,Huddersfield,0,1,A,0,1,A,F Stretton,9.0,5.0,6.0,4.0,11.0,9.0,6.0,3.0,2,1,0,0,2.2,3.25,2.8,2.25,3.25,2.8,2.2,3.0,2.6,2.1,3.2,3.0,2.2,3.25,2.8,2.3,3.2,2.75,2.2,3.25,2.75,EN,2002/2003
E3,2002-08-17,Plymouth,Luton,2,1,H,0,0,D,T Parkes,7.0,4.0,5.0,2.0,9.0,13.0,8.0,9.0,1,4,0,1,1.909,3.25,3.5,2.0,3.25,3.3,1.9,3.1,3.0,1.833,3.4,3.5,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,EN,2002/2003
E3,2002-08-17,Stockport,Notts County,0,0,D,0,0,D,G Cain,10.0,9.0,2.0,3.0,10.0,6.0,4.0,8.0,0,0,0,0,2.0,3.25,3.25,2.08,3.25,3.2,2.1,3.0,2.8,1.909,3.25,3.4,1.91,3.25,3.5,2.2,3.2,2.875,2.2,3.2,2.8,EN,2002/2003
E3,2002-08-17,Tranmere,Cheltenham,1,0,H,0,0,D,M Cooper,9.0,11.0,7.0,7.0,19.0,9.0,6.0,5.0,1,1,0,0,1.667,3.4,4.5,1.67,3.4,4.75,1.6,3.3,4.0,1.667,3.25,4.5,1.67,3.4,4.5,1.727,3.25,4.333,1.66,3.3,4.5,EN,2002/2003
E3,2002-08-17,Wigan,Bristol City,2,0,H,0,0,D,U Rennie,18.0,4.0,16.0,3.0,12.0,16.0,3.0,6.0,3,1,0,1,1.727,3.25,4.333,1.75,3.3,4.25,1.7,3.2,3.7,1.727,3.5,3.75,1.73,3.25,4.33,1.8,3.25,4.0,1.72,3.2,4.33,EN,2002/2003
E3,2002-08-17,Wycombe,Mansfield,3,3,D,2,1,H,P Prosser,16.0,8.0,12.0,5.0,20.0,20.0,12.0,2.0,2,2,0,0,1.727,3.25,4.333,1.81,3.31,4.25,1.8,3.1,3.4,1.833,3.2,3.75,1.73,3.25,4.33,1.8,3.25,4.0,1.8,3.3,3.75,EN,2002/2003
E3,2002-08-23,Northampton,Blackpool,0,1,A,0,0,D,P Joslin,7.0,13.0,3.0,4.0,8.0,11.0,4.0,10.0,2,4,0,0,2.1,3.25,3.0,2.15,3.2,3.1,2.1,3.0,2.8,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,EN,2002/2003
E3,2002-08-24,Bristol City,Wycombe,3,0,H,1,0,H,P Walton,8.0,10.0,4.0,5.0,14.0,10.0,4.0,8.0,1,2,0,0,1.727,3.25,4.333,1.76,3.3,4.25,1.7,3.2,3.7,1.727,3.4,4.0,1.67,3.4,4.5,1.727,3.3,4.333,1.72,3.25,4.2,EN,2002/2003
E3,2002-08-24,Cheltenham,Plymouth,1,2,A,1,0,H,K Hill,12.0,10.0,6.0,3.0,19.0,10.0,6.0,4.0,3,1,0,0,2.5,3.2,2.5,2.5,3.15,2.55,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.1,2.5,EN,2002/2003
E3,2002-08-24,Colchester,Brentford,0,1,A,0,1,A,P Taylor,2.0,5.0,1.0,2.0,14.0,10.0,9.0,3.0,1,1,0,0,2.5,3.2,2.5,2.5,3.15,2.55,2.4,3.0,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.1,2.5,EN,2002/2003
E3,2002-08-24,Huddersfield,Crewe,1,1,D,1,1,D,M Pike,13.0,6.0,8.0,4.0,5.0,11.0,11.0,3.0,1,0,0,0,2.1,3.25,3.0,2.05,3.25,3.2,2.0,3.0,2.9,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,EN,2002/2003
E3,2002-08-24,Luton,Barnsley,2,3,A,1,2,A,R Beeby,7.0,7.0,6.0,7.0,15.0,13.0,6.0,4.0,1,1,0,1,2.4,3.2,2.6,2.35,3.2,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.25,2.62,EN,2002/2003
E3,2002-08-24,Mansfield,Chesterfield,0,2,A,0,1,A,M Clattenburg,16.0,11.0,7.0,7.0,8.0,13.0,7.0,5.0,2,2,0,0,2.1,3.25,3.0,1.96,3.25,3.45,1.8,3.1,3.4,1.727,3.4,4.0,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,EN,2002/2003
E3,2002-08-24,Notts County,Wigan,0,2,A,0,0,D,M Riley,10.0,16.0,5.0,8.0,12.0,11.0,7.0,3.0,1,0,0,0,2.625,3.2,2.375,2.75,3.2,2.3,2.4,3.0,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.75,3.25,2.25,2.8,3.2,2.2,EN,2002/2003
E3,2002-08-24,Oldham,Tranmere,2,0,H,0,0,D,G Laws,12.0,10.0,8.0,4.0,13.0,22.0,4.0,4.0,3,1,0,0,2.0,3.25,3.25,2.1,3.25,3.1,2.0,3.0,2.9,1.909,3.25,3.4,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,EN,2002/2003
E3,2002-08-24,Port Vale,Stockport,0,1,A,0,1,A,H Webb,12.0,10.0,4.0,2.0,9.0,10.0,11.0,8.0,3,4,0,0,2.25,3.25,2.75,2.3,3.2,2.75,2.3,3.0,2.4,2.375,3.2,2.6,2.2,3.25,2.8,2.25,3.25,2.75,2.25,3.2,2.75,EN,2002/2003
E3,2002-08-24,QPR,Peterboro,2,0,H,0,0,D,C Penton,16.0,4.0,7.0,2.0,12.0,15.0,7.0,7.0,1,4,0,0,1.615,3.4,5.0,1.65,3.4,4.8,1.65,3.2,3.9,1.667,3.25,4.5,1.62,3.4,4.5,1.667,3.2,5.0,1.61,3.3,5.0,EN,2002/2003
E3,2002-08-24,Swindon,Cardiff,0,1,A,0,1,A,B Knight,7.0,9.0,2.0,3.0,16.0,8.0,5.0,4.0,3,2,0,0,2.8,3.25,2.2,2.72,3.25,2.3,2.4,3.0,2.3,2.6,3.2,2.375,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.25,2.3,EN,2002/2003
E3,2002-08-26,Barnsley,Notts County,0,0,D,0,0,D,S Baines,22.0,7.0,3.0,1.0,10.0,17.0,7.0,2.0,0,2,0,0,1.727,3.25,4.333,1.88,3.4,3.7,1.7,3.2,3.7,1.8,3.25,3.75,,,,1.7,3.4,4.333,,,,EN,2002/2003
E3,2002-08-26,Blackpool,Oldham,0,0,D,0,0,D,A Leake,9.0,9.0,2.0,3.0,12.0,17.0,8.0,9.0,0,3,0,1,2.1,3.25,3.0,2.36,3.25,2.7,2.2,3.0,2.6,2.25,3.2,2.75,,,,2.2,3.25,2.8,,,,EN,2002/2003
E3,2002-08-26,Brentford,Swindon,3,1,H,2,1,H,R Beeby,8.0,5.0,3.0,2.0,12.0,20.0,5.0,3.0,0,2,0,0,1.833,3.25,3.75,1.86,3.3,3.6,1.8,3.1,3.4,1.909,3.25,3.4,,,,1.833,3.25,3.8,,,,EN,2002/2003
E3,2002-08-26,Cardiff,Luton,0,0,D,0,0,D,P Danson,8.0,7.0,7.0,3.0,17.0,17.0,6.0,4.0,1,3,0,0,1.4,3.75,7.5,1.5,3.7,5.5,1.45,3.6,4.8,1.4,3.75,7.0,,,,1.444,3.75,6.5,,,,EN,2002/2003
E3,2002-08-26,Peterboro,Colchester,0,1,A,0,0,D,P Armstrong,13.0,5.0,8.0,1.0,16.0,14.0,5.0,4.0,2,3,0,1,,,,2.07,3.25,3.1,2.0,3.0,2.9,2.1,3.2,3.0,,,,2.0,3.25,3.25,,,,EN,2002/2003
E3,2002-08-26,Plymouth,Bristol City,2,0,H,0,0,D,W Jordan,13.0,7.0,3.0,3.0,12.0,17.0,6.0,11.0,2,1,0,0,,,,2.05,3.25,3.15,2.0,3.0,2.9,2.0,3.4,3.0,,,,2.1,3.25,3.0,,,,EN,2002/2003
E3,2002-08-26,Stockport,Mansfield,2,0,H,1,0,H,R Pearson,12.0,16.0,11.0,15.0,9.0,13.0,3.0,10.0,3,0,0,0,,,,1.88,3.3,3.6,1.8,3.1,3.4,1.833,3.4,3.5,,,,1.909,3.25,3.5,,,,EN,2002/2003
E3,2002-08-26,Tranmere,Huddersfield,2,1,H,0,1,A,G Salisbury,13.0,17.0,10.0,11.0,8.0,10.0,10.0,6.0,2,2,0,0,,,,2.0,3.25,3.2,1.9,3.1,3.0,2.2,3.25,2.75,,,,2.0,3.25,3.25,,,,EN,2002/2003
E3,2002-08-26,Wigan,Port Vale,0,1,A,0,1,A,G Frankland,18.0,6.0,10.0,5.0,7.0,16.0,12.0,1.0,1,4,0,0,,,,1.41,3.8,7.0,1.4,3.7,5.3,1.4,3.75,7.0,,,,1.364,4.0,7.5,,,,EN,2002/2003
E3,2002-08-26,Wycombe,QPR,4,1,H,1,1,D,R Styles,10.0,12.0,6.0,4.0,18.0,17.0,4.0,8.0,1,1,2,2,,,,2.52,3.2,2.5,2.35,3.0,2.35,2.5,3.2,2.5,,,,2.5,3.2,2.5,,,,EN,2002/2003
E3,2002-08-27,Chesterfield,Northampton,4,0,H,3,0,H,S W Mathieson,12.0,14.0,9.0,13.0,14.0,7.0,3.0,8.0,1,0,0,0,2.1,3.25,3.0,2.2,3.25,2.8,2.2,3.0,2.6,2.4,3.25,2.5,2.2,3.25,2.8,2.1,3.25,3.0,2.2,3.2,2.8,EN,2002/2003
E3,2002-08-27,Crewe,Cheltenham,1,0,H,1,0,H,D Gallagher,13.0,10.0,5.0,5.0,10.0,9.0,4.0,2.0,0,0,0,0,1.62,3.4,5.0,1.65,3.4,4.5,1.55,3.4,4.3,1.57,3.5,5.0,1.57,3.4,5.5,1.53,3.4,5.5,1.58,3.42,4.97,EN,2002/2003
E3,2002-08-31,Bristol City,Tranmere,2,0,H,0,0,D,M Warren,10.0,7.0,7.0,4.0,16.0,16.0,8.0,4.0,1,2,0,0,1.909,3.25,3.5,1.9,3.3,3.7,1.9,3.1,3.0,1.909,3.25,3.4,1.91,3.25,3.0,1.95,3.25,3.4,1.9,3.25,3.4,EN,2002/2003
E3,2002-08-31,Cheltenham,Cardiff,1,1,D,1,1,D,G Barber,3.0,17.0,3.0,9.0,12.0,11.0,2.0,9.0,1,1,0,0,3.5,3.25,1.909,3.1,3.3,2.1,3.0,3.1,1.9,3.75,3.25,1.8,3.5,3.25,1.91,3.5,3.25,1.909,3.4,3.25,1.9,EN,2002/2003
E3,2002-08-31,Colchester,Wigan,1,0,H,1,0,H,K Hill,8.0,17.0,3.0,6.0,11.0,18.0,3.0,3.0,0,2,0,1,3.25,3.25,2.0,3.0,3.4,2.1,2.8,3.0,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,2.1,EN,2002/2003
E3,2002-08-31,Huddersfield,Blackpool,0,0,D,0,0,D,R Pearson,5.0,3.0,1.0,1.0,11.0,13.0,8.0,4.0,1,1,0,0,2.1,3.25,3.0,2.1,3.4,3.05,2.0,3.0,2.9,1.909,3.25,3.4,2.1,3.0,3.25,2.1,3.25,3.0,2.0,3.2,3.2,EN,2002/2003
E3,2002-08-31,Luton,Chesterfield,3,0,H,1,0,H,P Taylor,13.0,5.0,6.0,5.0,16.0,14.0,10.0,2.0,0,3,0,0,2.1,3.25,3.0,2.0,3.4,3.25,2.0,3.0,2.9,2.25,3.4,2.625,2.0,3.25,3.25,2.05,3.2,3.2,2.0,3.4,3.0,EN,2002/2003
E3,2002-08-31,Mansfield,Crewe,0,5,A,0,3,A,C Webster,8.0,13.0,1.0,8.0,12.0,14.0,6.0,7.0,1,1,0,0,2.5,3.2,2.5,2.47,3.3,2.52,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.75,3.2,2.25,2.37,3.1,2.62,EN,2002/2003
E3,2002-08-31,Northampton,Barnsley,1,0,H,0,0,D,A Hall,7.0,10.0,4.0,6.0,15.0,19.0,2.0,7.0,1,3,1,0,2.6,3.2,2.4,2.6,3.3,2.4,2.4,3.0,2.3,2.4,3.25,2.5,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.25,2.3,EN,2002/2003
E3,2002-08-31,Notts County,Brentford,2,2,D,1,0,H,M Pike,13.0,10.0,9.0,4.0,10.0,9.0,7.0,8.0,2,0,0,0,2.4,3.2,2.6,2.47,3.3,2.52,2.4,3.0,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5,EN,2002/2003
E3,2002-08-31,Oldham,Wycombe,0,2,A,0,1,A,A Kaye,13.0,10.0,3.0,6.0,15.0,20.0,3.0,6.0,1,0,0,0,1.727,3.25,4.333,1.8,3.3,4.15,1.7,3.2,3.7,1.667,3.25,4.5,1.8,3.2,4.0,1.8,3.25,4.0,1.72,3.25,4.2,EN,2002/2003
E3,2002-08-31,Port Vale,Peterboro,1,0,H,0,0,D,G Salisbury,12.0,12.0,6.0,5.0,10.0,13.0,5.0,4.0,2,2,0,0,1.909,3.25,3.5,1.95,3.3,3.5,1.9,3.1,3.0,1.909,3.25,3.4,1.83,3.25,3.75,1.85,3.4,3.6,1.83,3.4,3.5,EN,2002/2003
E3,2002-08-31,QPR,Plymouth,2,2,D,0,1,A,L Cable,13.0,8.0,9.0,4.0,9.0,15.0,9.0,1.0,1,0,0,0,2.1,3.25,3.0,2.1,3.3,3.1,2.0,3.0,2.9,2.0,3.4,3.0,2.2,3.2,2.88,2.1,3.2,3.1,2.1,3.2,3.0,EN,2002/2003
E3,2002-08-31,Swindon,Stockport,0,1,A,0,0,D,J Ross,16.0,5.0,9.0,3.0,9.0,16.0,13.0,3.0,0,4,0,0,2.1,3.25,3.0,2.1,3.3,3.1,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,EN,2002/2003
E3,2002-09-06,Bristol City,Northampton,3,0,H,1,0,H,P Rejer,18.0,8.0,12.0,2.0,7.0,11.0,7.0,3.0,0,0,0,1,1.667,3.4,4.5,1.67,3.5,5.0,1.6,3.3,4.0,1.615,3.25,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0,EN,2002/2003
E3,2002-09-07,Blackpool,Tranmere,3,0,H,0,0,D,J P Robinson,13.0,4.0,6.0,2.0,17.0,20.0,9.0,5.0,2,4,0,0,2.1,3.25,3.0,2.25,3.2,3.0,2.1,3.0,2.8,2.1,3.4,2.875,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,EN,2002/2003
E3,2002-09-07,Brentford,Luton,0,0,D,0,0,D,D Pugh,6.0,5.0,1.0,1.0,15.0,12.0,15.0,6.0,1,2,0,0,1.667,3.4,4.5,1.7,3.5,4.15,1.65,3.2,3.9,1.667,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.25,4.2,EN,2002/2003
E3,2002-09-07,Colchester,Cheltenham,1,1,D,0,1,A,B Curson,3.0,5.0,0.0,3.0,10.0,8.0,3.0,5.0,0,3,0,0,1.727,3.25,4.333,1.8,3.4,3.75,1.75,3.2,3.5,1.727,3.2,4.333,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.2,4.33,EN,2002/2003
E3,2002-09-07,Crewe,Chesterfield,0,0,D,0,0,D,P Joslin,15.0,9.0,10.0,4.0,7.0,9.0,4.0,3.0,0,0,0,0,1.571,3.4,5.5,1.63,3.45,5.05,1.55,3.4,4.3,1.571,3.5,5.0,1.53,3.6,5.5,1.533,3.5,5.5,1.57,3.5,5.0,EN,2002/2003
E3,2002-09-07,Huddersfield,Barnsley,1,0,H,0,0,D,C Webster,11.0,6.0,6.0,2.0,18.0,19.0,4.0,3.0,2,4,0,0,2.3,3.2,2.7,2.23,3.3,2.92,2.2,3.0,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.3,3.2,2.7,2.25,3.2,2.75,EN,2002/2003
E3,2002-09-07,Mansfield,QPR,0,4,A,0,1,A,G Laws,12.0,16.0,9.0,12.0,22.0,18.0,7.0,6.0,3,2,0,0,3.25,3.25,2.0,3.2,3.3,2.0,2.6,3.0,2.2,2.625,3.4,2.25,3.0,3.25,2.1,2.875,3.2,2.2,2.75,3.2,2.25,EN,2002/2003
E3,2002-09-07,Notts County,Oldham,1,3,A,1,2,A,A Bates,8.0,12.0,4.0,6.0,12.0,8.0,3.0,11.0,1,1,0,0,2.2,3.25,2.8,2.25,3.3,2.8,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,EN,2002/2003
E3,2002-09-07,Swindon,Port Vale,1,2,A,1,1,D,P Taylor,12.0,8.0,6.0,5.0,6.0,13.0,16.0,7.0,2,2,0,1,2.1,3.25,3.0,1.95,3.25,3.75,1.9,3.1,3.0,1.909,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,EN,2002/2003
