Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,Country,Season
E2,2003-03-08,Ipswich,Stoke,0,0,D,0,0,D,L Mason,19,5,7,3,9,15,8,5,0,1,0,0,1.444,3.75,6.5,1.55,3.55,5.75,1.45,3.6,5.8,1.44,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.4,3.6,7.5,1.65,2.1,1.66,2.1,EN,2002/2003
E2,2003-03-08,Leicester,Sheffield Weds,1,1,D,0,1,A,S Baines,14,9,7,6,10,16,11,2,0,0,0,0,1.4,3.75,7.5,1.36,4.1,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-03-08,Preston,Derby,4,2,H,3,0,H,M Clattenburg,14,9,10,5,22,14,4,7,3,3,0,0,1.909,3.25,3.5,2.2,3.3,2.9,1.9,3.2,3.4,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.2,3.5,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-08,Walsall,Millwall,1,2,A,0,0,D,D Gallagher,8,13,5,8,10,8,6,7,1,0,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3.2,2.9,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.2,2.875,2.0,3.2,3.2,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-03-10,Nott'm Forest,Grimsby,2,2,D,1,1,D,S Tomlin,13,4,5,0,11,4,11,1,2,0,0,0,1.4,3.75,7.5,1.45,3.85,6.5,1.4,3.7,6.5,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.65,2.1,1.72,2.0,EN,2002/2003
E2,2003-03-11,Crystal Palace,Ipswich,1,1,D,1,0,H,E Wolstenholme,12,9,5,2,11,11,5,7,1,0,0,0,2.37,3.2,2.62,2.45,3.3,2.6,2.5,3.0,2.5,2.38,3.2,2.6,2.38,3.2,2.62,2.4,3.2,2.6,2.4,3.25,2.5,1.8,1.8,,,EN,2002/2003
E2,2003-03-11,Gillingham,Wimbledon,3,3,D,0,1,A,P Joslin,14,15,6,9,11,11,5,5,0,0,0,0,1.9,3.25,3.5,2.1,3.3,3.15,2.1,3.2,2.9,2.0,3.2,3.2,2.1,3.25,3.0,2.0,3.25,3.25,2.1,3.2,3.0,1.7,1.9,,,EN,2002/2003
E2,2003-03-12,Portsmouth,Norwich,3,2,H,0,0,D,D Gallagher,13,13,8,9,8,12,4,4,1,1,0,0,1.53,3.5,5.5,1.57,3.5,5.7,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.53,3.4,5.5,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-03-12,Reading,Wolves,0,1,A,0,1,A,R Beeby,9,15,6,8,6,11,8,4,0,0,0,0,2.2,3.25,2.8,2.25,3.3,2.85,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.2,3.25,2.8,2.1,3.2,3.0,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-03-12,Sheffield United,Burnley,4,2,H,2,0,H,A Butler,15,8,9,6,11,21,6,2,1,5,0,0,1.72,3.5,4.0,1.76,3.35,4.3,1.75,3.2,4.0,1.8,3.25,3.75,1.8,3.25,4.0,1.73,3.25,4.33,1.8,3.4,3.6,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-15,Brighton,Nott'm Forest,1,0,H,1,0,H,R Beeby,13,11,7,4,12,16,5,8,0,0,0,0,2.62,3.2,2.37,2.7,3.3,2.32,2.4,3.2,2.4,2.75,3.25,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.3,2.25,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-03-15,Derby,Bradford,1,2,A,1,1,D,M Pike,15,13,8,8,13,14,5,6,1,2,0,0,2.0,3.25,3.25,1.98,3.3,3.35,2.1,3.1,3.0,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-03-15,Gillingham,Rotherham,1,1,D,1,1,D,K Hill,5,8,2,2,14,16,4,5,0,1,0,1,1.9,3.25,3.5,1.92,3.3,3.55,1.8,3.2,3.7,1.8,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.83,3.3,3.6,1.6,2.05,1.8,1.9,EN,2002/2003
E2,2003-03-15,Grimsby,Watford,1,0,H,0,0,D,P Prosser,7,4,5,1,12,14,4,6,0,1,0,0,2.5,3.2,2.5,2.52,3.2,2.52,2.3,3.1,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-15,Leicester,Preston,2,1,H,1,1,D,C Webster,17,5,7,1,13,16,4,2,3,4,0,0,1.57,3.4,5.5,1.55,3.5,5.75,1.6,3.4,4.6,1.62,3.5,4.5,1.57,3.4,5.5,1.53,3.4,6.0,1.57,3.5,5.0,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2003-03-15,Norwich,Coventry,2,0,H,1,0,H,G Barber,10,11,3,8,11,15,7,7,2,1,0,0,1.83,3.25,3.75,1.88,3.25,3.75,1.85,3.2,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6,1.95,1.65,2.0,1.72,EN,2002/2003
E2,2003-03-15,Portsmouth,Wolves,1,0,H,1,0,H,P Dowd,8,5,3,1,15,14,5,4,2,3,0,0,1.8,3.25,4.0,1.8,3.35,4.0,1.85,3.2,3.5,1.73,3.4,4.0,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.4,4.0,1.6,2.05,1.72,2.0,EN,2002/2003
E2,2003-03-15,Reading,Crystal Palace,2,1,H,0,0,D,M Fletcher,11,7,6,4,8,5,9,8,2,1,0,0,1.72,3.25,4.33,1.75,3.4,4.2,1.8,3.2,3.7,1.67,3.4,4.33,1.73,3.25,4.33,1.73,3.25,4.33,1.66,3.4,4.33,1.65,1.95,1.9,1.8,EN,2002/2003
E2,2003-03-15,Sheffield Weds,Ipswich,0,1,A,0,1,A,F Stretton,11,11,6,9,14,7,8,3,1,0,0,0,2.7,3.2,2.3,2.7,3.3,2.32,2.8,3.1,2.2,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.2,2.2,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-03-15,Stoke,Sheffield United,0,0,D,0,0,D,E Wolstenholme,8,6,3,0,14,18,1,4,3,1,0,0,3.0,3.25,2.1,3.0,3.25,2.15,3.1,3.2,2.0,3.0,3.2,2.1,2.88,3.2,2.2,2.88,3.2,2.2,3.2,3.2,2.0,1.7,1.9,1.9,1.8,EN,2002/2003
E2,2003-03-15,Walsall,Burnley,3,2,H,2,0,H,P Walton,8,14,6,5,11,8,7,12,1,2,1,0,2.37,3.2,2.62,2.4,3.3,2.6,2.4,3.2,2.4,2.5,3.25,2.4,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-15,Wimbledon,Millwall,2,0,H,1,0,H,A Bates,13,5,9,3,8,6,8,7,2,0,0,0,2.1,3.25,3.0,2.08,3.25,3.15,2.1,3.1,3.0,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,1.6,2.05,1.8,1.9,EN,2002/2003
E2,2003-03-18,Bradford,Sheffield Weds,1,1,D,1,0,H,A Butler,14,10,8,4,19,17,7,1,4,2,1,0,1.8,3.25,4.0,1.85,3.2,4.0,1.8,3.2,3.7,1.73,3.4,4.0,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.25,3.4,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-18,Burnley,Leicester,1,2,A,0,0,D,A Kaye,15,10,3,5,17,17,2,4,1,3,0,0,2.75,3.25,2.25,2.85,3.25,2.25,2.6,3.1,2.3,2.75,3.25,2.2,3.0,3.25,2.1,3.0,3.25,2.1,2.75,3.2,2.25,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-18,Crystal Palace,Wimbledon,0,1,A,0,1,A,P Rejer,7,4,2,2,10,10,8,4,1,1,0,0,2.37,3.2,2.62,2.4,3.3,2.6,2.5,3.0,2.5,2.38,3.2,2.6,2.38,3.2,2.62,2.4,3.2,2.6,2.4,3.1,2.6,1.65,1.95,1.83,1.83,EN,2002/2003
E2,2003-03-18,Ipswich,Reading,3,1,H,2,1,H,C Wilkes,15,12,10,7,11,12,3,5,1,0,0,1,2.0,3.25,3.25,2.05,3.25,3.25,1.9,3.2,3.4,2.0,3.2,3.2,2.1,3.25,3.0,2.0,3.25,3.25,2.1,3.2,3.0,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-03-18,Millwall,Norwich,0,2,A,0,2,A,Andy Hall,7,12,4,4,16,18,4,3,2,3,0,0,2.25,3.25,2.75,2.2,3.25,2.95,2.3,3.1,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.3,3.2,2.7,2.1,3.2,3.0,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-03-18,Preston,Walsall,5,0,H,2,0,H,M Pike,21,11,15,8,12,13,8,7,0,0,0,0,1.72,3.25,4.33,1.72,3.4,4.4,1.75,3.3,3.8,1.73,3.2,4.33,1.73,3.25,4.33,1.73,3.25,4.33,1.66,3.4,4.33,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2003-03-18,Rotherham,Grimsby,0,1,A,0,0,D,M Jones,12,8,3,2,5,6,6,3,0,0,0,0,1.8,3.25,4.0,1.8,3.35,4.0,1.8,3.2,3.7,1.83,3.2,3.75,1.8,3.2,4.0,1.8,3.4,3.75,1.8,3.3,3.75,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2003-03-18,Sheffield United,Brighton,2,1,H,2,1,H,M Fletcher,11,14,5,6,11,18,7,4,3,4,0,0,1.53,3.5,5.5,1.58,3.45,5.55,1.6,3.4,4.6,1.5,3.4,6.0,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.5,5.0,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-03-18,Watford,Gillingham,0,1,A,0,0,D,P Walton,16,9,8,4,6,17,8,4,1,0,0,0,2.1,3.25,3.0,2.1,3.25,3.15,2.2,3.1,2.8,2.1,3.2,3.0,2.1,3.25,3.0,2.2,3.2,2.88,2.0,3.2,3.2,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-03-18,Wolves,Stoke,0,0,D,0,0,D,J Winter,8,9,2,1,7,14,6,3,2,1,0,0,1.5,3.5,6.0,1.53,3.5,6.1,1.5,3.5,5.4,1.57,3.25,5.5,1.53,3.4,6.0,1.5,3.5,6.0,1.53,3.4,5.5,1.7,1.9,1.72,2.0,EN,2002/2003
E2,2003-03-19,Coventry,Portsmouth,0,4,A,0,3,A,M Ryan,23,7,13,5,13,8,9,0,0,1,0,0,3.25,3.25,2.0,3.55,3.25,1.95,3.0,3.1,2.1,3.4,3.25,1.91,3.5,3.25,1.91,3.5,3.25,1.91,3.75,3.2,1.83,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-03-19,Nott'm Forest,Derby,3,0,H,2,0,H,B Curson,13,9,5,1,10,23,8,4,2,3,0,0,1.66,3.4,4.5,1.67,3.45,4.7,1.8,3.2,3.7,1.62,3.5,4.5,1.62,3.4,5.0,1.62,3.4,5.0,1.72,3.25,4.2,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-22,Bradford,Reading,0,1,A,0,0,D,S Mathieson,7,8,5,3,15,9,6,5,2,3,0,1,2.625,3.2,2.375,2.6,3.3,2.4,2.5,3.2,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.625,3.2,2.375,2.62,3.2,2.3,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-22,Burnley,Grimsby,1,1,D,0,1,A,F Stretton,11,7,7,3,14,9,4,6,1,1,0,0,1.8,3.4,3.75,1.82,3.4,3.8,1.75,3.3,3.8,1.73,3.4,4.0,1.83,3.25,3.75,1.833,3.25,3.75,1.72,3.4,4.0,1.65,1.95,1.72,2.0,EN,2002/2003
E2,2003-03-22,Coventry,Leicester,1,2,A,0,0,D,D Elleray,11,9,4,3,18,19,3,4,2,3,0,0,3.0,3.25,2.1,3.05,3.25,2.1,3.1,3.2,2.0,3.0,3.2,2.1,3.75,3.25,1.83,3.25,3.25,2.0,3.6,3.3,1.83,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-22,Crystal Palace,Walsall,2,0,H,1,0,H,C Penton,12,7,5,5,11,13,10,6,0,2,0,2,1.727,3.5,4.0,1.82,3.25,4.0,1.75,3.3,3.8,1.73,3.2,4.33,1.73,3.25,4.33,1.75,3.4,4.0,1.8,3.3,3.75,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-03-22,Ipswich,Brighton,2,2,D,1,0,H,P Danson,14,10,5,3,5,9,4,5,0,3,0,0,1.533,3.5,5.5,1.61,3.5,5.0,1.6,3.4,4.6,1.57,3.5,5.0,1.53,3.5,5.5,1.571,3.4,5.5,1.57,3.5,5.0,1.75,1.85,1.72,2.0,EN,2002/2003
E2,2003-03-22,Millwall,Sheffield Weds,3,0,H,2,0,H,P Armstrong,9,8,8,3,15,18,3,6,1,2,0,0,1.833,3.25,3.75,1.85,3.3,3.8,1.9,3.2,3.4,1.73,3.4,4.0,1.8,3.25,4.0,1.909,3.25,3.5,1.83,3.3,3.6,1.75,1.85,1.9,1.8,EN,2002/2003
E2,2003-03-22,Nott'm Forest,Norwich,4,0,H,2,0,H,M Riley,14,8,10,3,10,12,6,4,0,1,0,0,1.727,3.5,4.0,1.8,3.4,3.9,1.8,3.2,3.7,1.73,3.2,4.33,1.67,3.4,4.5,1.727,3.25,4.333,1.8,3.3,3.75,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-03-22,Preston,Portsmouth,1,1,D,0,1,A,M Messias,16,11,6,4,5,10,6,4,0,0,0,0,3.25,3.25,2.0,2.75,3.3,2.25,2.9,3.2,2.1,2.75,3.25,2.2,3.25,3.25,2.0,3.25,3.25,2.0,3.0,3.2,2.1,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-22,Rotherham,Wimbledon,2,1,H,1,0,H,A Butler,6,9,3,5,12,6,6,5,2,1,0,0,2.4,3.2,2.6,2.42,3.25,2.6,2.4,3.2,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.4,3.2,2.6,2.6,3.1,2.4,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-22,Sheffield United,Derby,2,0,H,1,0,H,G Salisbury,15,5,9,2,5,10,7,3,0,2,0,0,1.444,3.75,6.5,1.55,3.5,5.55,1.5,3.5,4.8,1.44,3.75,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.53,3.4,5.5,1.7,1.9,1.72,2.0,EN,2002/2003
E2,2003-03-22,Watford,Stoke,1,2,A,0,1,A,D Crick,13,7,7,2,11,18,8,3,1,4,0,0,1.909,3.25,3.5,1.87,3.4,3.65,1.85,3.2,3.5,1.8,3.2,4.0,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.3,3.3,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-03-22,Wolves,Gillingham,6,0,H,5,0,H,H Webb,17,4,12,0,3,11,6,2,0,2,0,0,1.727,3.25,4.333,1.71,3.4,4.5,1.65,3.3,4.4,1.62,3.25,5.0,1.73,3.25,4.33,1.615,3.4,5.0,1.66,3.4,4.33,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-25,Brighton,Crystal Palace,0,0,D,0,0,D,P Durkin,19,7,9,3,7,15,7,6,0,2,0,1,2.1,3.25,3.0,2.15,3.25,3.05,2.0,3.2,3.1,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.75,1.85,1.83,1.83,EN,2002/2003
E2,2003-03-25,Burnley,Bradford,0,2,A,0,1,A,C Webster,13,9,4,3,17,9,6,8,2,2,1,0,1.9,3.25,3.5,2.0,3.25,3.45,2.1,3.2,2.9,1.91,3.25,3.4,2.0,3.25,3.25,1.91,3.25,3.5,2.0,3.2,3.2,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-25,Norwich,Wimbledon,1,0,H,1,0,H,M Fletcher,11,7,5,3,16,10,11,3,2,3,0,0,2.0,3.25,3.25,2.0,3.25,3.45,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-03-25,Sheffield United,Gillingham,2,2,D,1,0,H,M Cowburn,9,11,4,6,8,6,8,3,2,2,0,0,1.53,3.5,5.5,1.51,3.6,6.1,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.6,6.0,1.44,3.6,6.5,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-03-29,Gillingham,Ipswich,1,3,A,1,1,D,D Crick,13,19,7,12,14,8,5,6,0,1,0,0,2.5,3.2,2.5,2.55,3.2,2.45,2.6,3.0,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.8,1.8,,,EN,2002/2003
E2,2003-03-29,Norwich,Bradford,3,2,H,0,1,A,P Joslin,16,11,8,8,12,22,7,1,2,2,0,0,1.61,3.6,4.5,1.7,3.4,4.5,1.65,3.3,4.4,1.73,3.4,4.0,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.3,4.5,1.65,1.95,,,EN,2002/2003
E2,2003-03-29,Sheffield Weds,Watford,2,2,D,0,1,A,N Barry,13,8,9,4,4,13,8,3,1,3,0,0,2.1,3.4,2.87,2.15,3.25,3.0,2.1,3.1,3.0,2.2,3.25,2.75,2.2,3.4,2.75,2.2,3.4,2.75,2.1,3.3,2.87,1.8,1.8,,,EN,2002/2003
E2,2003-04-04,Reading,Brighton,1,2,A,0,1,A,M Cowburn,7,4,2,4,6,12,9,0,1,2,0,0,1.615,3.4,5.0,1.62,3.45,4.98,1.6,3.4,4.6,1.571,3.5,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.5,4.5,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-04-05,Bradford,Millwall,0,1,A,0,0,D,J P Robinson,16,9,5,7,12,15,10,4,1,1,0,0,2.1,3.25,3.0,2.05,3.25,3.2,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.85,1.75,1.9,1.8,EN,2002/2003
E2,2003-04-05,Burnley,Watford,4,7,A,4,5,A,P Dowd,14,11,11,10,22,16,12,7,1,1,0,0,1.909,3.25,3.5,1.85,3.25,3.85,1.9,3.1,3.5,1.833,3.2,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.8,1.8,1.9,1.8,EN,2002/2003
E2,2003-04-05,Crystal Palace,Sheffield United,2,2,D,2,1,H,S Dunn,9,4,7,4,9,3,5,9,3,1,0,0,2.625,3.2,2.375,2.5,3.25,2.5,2.7,3.2,2.2,2.75,3.2,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37,1.85,1.75,1.9,1.8,EN,2002/2003
E2,2003-04-05,Derby,Norwich,2,1,H,1,1,D,J Ross,10,14,5,7,17,15,6,3,3,1,0,0,2.625,3.2,2.375,2.65,3.2,2.4,2.4,3.2,2.4,2.6,3.2,2.375,2.63,3.2,2.38,2.625,3.2,2.375,2.5,3.3,2.37,1.8,1.8,1.83,1.83,EN,2002/2003
E2,2003-04-05,Ipswich,Nott'm Forest,3,4,A,2,3,A,H Webb,19,13,14,10,11,19,2,9,1,4,0,0,2.0,3.25,3.25,2.08,3.25,3.15,1.9,3.2,3.4,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,1.9,3.3,3.3,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-04-05,Leicester,Grimsby,2,0,H,0,0,D,D Crick,25,5,12,1,16,17,9,5,1,2,0,0,1.4,3.75,7.5,1.42,3.75,7.45,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.65,1.95,1.72,2.0,EN,2002/2003
E2,2003-04-05,Preston,Coventry,2,2,D,1,0,H,M Jones,17,13,13,8,17,14,8,4,1,1,0,0,1.8,3.25,4.0,1.8,3.3,4.05,1.75,3.2,4.0,1.571,3.5,5.0,1.73,3.4,4.0,1.75,3.4,4.0,1.61,3.3,5.0,1.75,1.85,1.8,1.9,EN,2002/2003
E2,2003-04-05,Sheffield Weds,Wimbledon,4,2,H,1,0,H,M Cooper,10,6,8,4,12,15,11,2,0,2,0,0,2.375,3.2,2.625,2.45,3.25,2.55,2.2,3.2,2.7,2.25,3.4,2.625,2.38,3.4,2.5,2.375,3.4,2.5,2.5,3.1,2.5,1.7,1.9,1.8,1.9,EN,2002/2003
E2,2003-04-05,Stoke,Gillingham,0,0,D,0,0,D,A Kaye,3,6,1,2,5,6,2,2,0,0,0,0,2.2,3.25,2.8,2.15,3.25,2.98,2.0,3.2,3.1,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.8,1.8,2.0,1.72,EN,2002/2003
E2,2003-04-12,Rotherham,Leicester,1,1,D,0,0,D,M Halsey,9,8,5,4,10,15,7,6,0,1,0,0,3.75,3.25,1.833,3.45,3.45,1.9,3.4,3.2,1.9,3.5,3.2,1.909,3.4,3.4,1.91,3.4,3.4,1.909,3.4,3.25,1.9,1.7,1.9,1.83,1.83,EN,2002/2003
E2,2003-04-12,Wimbledon,Derby,0,2,A,0,1,A,D Elleray,9,10,6,8,8,8,7,6,0,0,0,0,1.909,3.25,3.5,1.85,3.35,3.75,1.9,3.2,3.4,1.8,3.4,3.6,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.25,3.4,1.65,1.95,1.8,1.9,EN,2002/2003
E2,2003-04-15,Portsmouth,Burnley,1,0,H,0,0,D,B Curson,18,6,11,1,12,15,8,6,2,1,0,0,1.36,4.0,7.5,1.35,4.05,8.5,1.35,4.0,7.0,1.36,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.33,4.0,8.0,1.55,2.15,,,EN,2002/2003
E2,2003-04-15,Reading,Preston,5,1,H,2,0,H,P Taylor,15,7,10,4,5,7,4,3,1,1,0,2,1.57,3.6,5.0,1.67,3.4,4.75,1.6,3.4,4.6,1.73,3.4,4.0,1.57,3.6,5.0,1.57,3.6,5.0,1.66,3.3,4.5,1.8,1.8,,,EN,2002/2003
E2,2003-04-15,Sheffield United,Nott'm Forest,1,0,H,0,0,D,M Jones,11,8,5,2,17,24,4,7,0,3,0,0,2.1,3.25,3.0,2.15,3.25,3.05,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,,,,,EN,2002/2003
E2,2003-04-15,Walsall,Coventry,0,0,D,0,0,D,L Cable,8,4,0,2,14,13,3,2,1,0,0,0,2.1,3.4,2.87,2.12,3.25,3.1,2.1,3.0,3.1,2.0,3.4,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.0,3.2,3.2,,,,,EN,2002/2003
E2,2003-04-16,Derby,Millwall,1,2,A,1,1,D,R Pearson,11,8,8,6,9,15,5,3,1,1,0,0,2.1,3.4,2.87,2.1,3.25,3.15,2.0,3.1,3.2,2.1,3.4,2.8,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.8,1.8,,,EN,2002/2003
E2,2003-04-18,Ipswich,Portsmouth,3,0,H,3,0,H,E Wolstenholme,13,9,9,5,10,18,2,4,1,2,0,0,2.375,3.2,2.625,2.4,3.25,2.65,2.1,3.1,3.0,2.4,3.25,2.5,2.38,3.2,2.63,2.375,3.25,2.6,2.37,3.1,2.62,1.75,1.95,1.72,2.0,EN,2002/2003
E2,2003-04-18,Reading,Nott'm Forest,1,0,H,0,0,D,C Penton,7,7,3,3,12,7,1,4,2,1,0,0,2.2,3.25,2.8,2.35,3.25,2.7,2.3,3.0,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.1,2.75,1.85,1.85,1.9,1.8,EN,2002/2003
E2,2003-04-19,Bradford,Watford,2,1,H,2,1,H,G Laws,9,11,5,6,18,8,7,6,0,0,0,0,2.2,3.25,2.8,2.15,3.2,3.05,1.9,3.2,3.4,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.85,1.85,1.9,1.8,EN,2002/2003
E2,2003-04-19,Burnley,Gillingham,2,0,H,1,0,H,S Baines,9,7,5,4,13,9,5,6,0,0,0,0,2.2,3.25,2.8,2.0,3.3,3.3,1.9,3.2,3.4,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.75,1.95,1.83,1.83,EN,2002/2003
E2,2003-04-19,Crystal Palace,Rotherham,0,0,D,0,0,D,C Webster,12,8,6,4,14,14,9,3,0,3,0,0,1.833,3.25,3.75,1.87,3.3,3.68,1.8,3.1,3.8,1.909,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1.85,1.85,1.9,1.8,EN,2002/2003
E2,2003-04-19,Derby,Coventry,1,0,H,0,0,D,P Joslin,10,7,2,2,14,10,4,5,2,1,0,0,1.909,3.25,3.5,1.95,3.3,3.5,1.9,3.2,3.4,1.909,3.2,3.5,2.0,3.25,3.25,2.0,3.25,3.25,1.83,3.3,3.6,1.85,1.85,1.9,1.8,EN,2002/2003
E2,2003-04-19,Leicester,Brighton,2,0,H,2,0,H,M Ryan,11,8,6,6,16,14,1,3,1,3,0,0,1.444,3.75,6.5,1.45,3.7,6.8,1.45,3.8,5.4,1.444,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.75,6.0,1.85,1.85,1.8,1.9,EN,2002/2003
E2,2003-04-19,Preston,Sheffield United,2,0,H,0,0,D,P Prosser,9,10,6,6,21,13,7,7,1,0,0,0,2.7,3.2,2.3,2.7,3.25,2.35,2.6,3.0,2.4,2.4,3.25,2.5,2.75,3.25,2.25,2.625,3.3,2.3,2.62,3.1,2.37,1.75,1.95,1.8,1.9,EN,2002/2003
E2,2003-04-19,Sheffield Weds,Grimsby,0,0,D,0,0,D,P Dowd,9,8,4,4,12,10,4,8,2,2,0,0,1.8,3.4,3.75,1.8,3.45,3.85,1.8,3.2,3.7,1.727,3.5,3.75,1.83,3.25,3.75,1.833,3.4,3.6,1.83,3.3,3.6,1.85,1.85,1.83,1.83,EN,2002/2003
E2,2003-04-19,Stoke,Wimbledon,2,1,H,2,0,H,R Pearson,13,8,6,4,17,6,6,6,2,1,0,0,2.0,3.25,3.25,2.0,3.2,3.45,1.8,3.2,3.7,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.2,3.2,1.85,1.85,1.9,1.8,EN,2002/2003
